uid	run	experiment	study	study_name	sample	bioproject	biosample	submitter	library_strategy	library_source	layout	platform	instrument	total_bases	est_depth	organism	title
46789691	DRR971114	DRX948749	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635056	PRJDB38331	SAMD01760641	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4064809800	10.84	Oryza sativa	B1674 (CRX842160)
46789116	DRR970677	DRX948312	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634619	PRJDB38331	SAMD01760204	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4025187000	10.73	Oryza sativa	B1139 (CRX841723)
46786210	DRR968212	DRX945847	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632154	PRJDB38331	SAMD01757739	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4082452500	10.89	Oryza sativa	A1065 (CRX839258)
46784982	DRR968752	DRX946387	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632694	PRJDB38331	SAMD01758279	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4698285000	12.53	Oryza sativa	A169 (CRX839798)
46782333	DRR969916	DRX947551	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633858	PRJDB38331	SAMD01759443	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4987239000	13.3	Oryza sativa	A3066 (CRX840962)
46763989	DRR970278	DRX947913	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634220	PRJDB38331	SAMD01759805	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4329076200	11.54	Oryza sativa	A661 (CRX841324)
46763988	DRR968675	DRX946310	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632617	PRJDB38331	SAMD01758202	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3738416400	9.97	Oryza sativa	A1603 (CRX839721)
46762469	DRR968921	DRX946556	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632863	PRJDB38331	SAMD01758448	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4771037100	12.72	Oryza sativa	A1942 (CRX839967)
46762468	DRR971603	DRX949238	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635545	PRJDB38331	SAMD01761130	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4349210700	11.6	Oryza sativa	B2164 (CRX842649)
46759866	SRR40665722	SRX35240401	SRP736545	Whole-genome sequencing for QTL-seq analysis of rice allelopathy	SRS30735894	PRJNA1529311	SAMN63138072	SRA2540690	WGS	GENOMIC	PAIRED	ILLUMINA	NextSeq 1000	12424366070	33.13	Oryza sativa	Pooled DNA bulks of rice: Sathi  Nongan-derived RIL population
46759865	SRR40665723	SRX35240400	SRP736545	Whole-genome sequencing for QTL-seq analysis of rice allelopathy	SRS30735893	PRJNA1529311	SAMN63138071	SRA2540690	WGS	GENOMIC	PAIRED	ILLUMINA	NextSeq 1000	10814499502	28.84	Oryza sativa	Pooled DNA bulks of rice: Sathi  Nongan-derived RIL population
46753519	DRR972118	DRX949753	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636060	PRJDB38331	SAMD01761645	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3864801300	10.31	Oryza sativa	B2791 (CRX843164)
46753518	DRR968835	DRX946470	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632777	PRJDB38331	SAMD01758362	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	6082640400	16.22	Oryza sativa	A1830 (CRX839881)
46747095	DRR971563	DRX949198	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635505	PRJDB38331	SAMD01761090	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3249800100	8.67	Oryza sativa	B2121 (CRX842609)
46745478	DRR971415	DRX949050	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635357	PRJDB38331	SAMD01760942	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4309473900	11.49	Oryza sativa	B1973 (CRX842461)
46743855	DRR970400	DRX948035	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634342	PRJDB38331	SAMD01759927	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4444469100	11.85	Oryza sativa	A802 (CRX841446)
46743852	DRR969069	DRX946704	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633011	PRJDB38331	SAMD01758596	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5175518700	13.8	Oryza sativa	A2110 (CRX840115)
46735277	DRR968378	DRX946013	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632320	PRJDB38331	SAMD01757905	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	6508607400	17.36	Oryza sativa	A1240 (CRX839424)
46733152	DRR972101	DRX949736	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636043	PRJDB38331	SAMD01761628	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3237815400	8.63	Oryza sativa	B2774 (CRX843147)
46732451	DRR969485	DRX947120	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633427	PRJDB38331	SAMD01759012	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5293054200	14.11	Oryza sativa	A256 (CRX840531)
46732029	DRR970562	DRX948197	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634504	PRJDB38331	SAMD01760089	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5108930100	13.62	Oryza sativa	A996 (CRX841608)
46725761	DRR968979	DRX946614	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632921	PRJDB38331	SAMD01758506	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4376084400	11.67	Oryza sativa	A201 (CRX840025)
46725760	DRR970691	DRX948326	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634633	PRJDB38331	SAMD01760218	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5259112200	14.02	Oryza sativa	B1157 (CRX841737)
46717829	DRR968569	DRX946204	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632511	PRJDB38331	SAMD01758096	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3832733100	10.22	Oryza sativa	A1490 (CRX839615)
46716565	DRR969717	DRX947352	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633659	PRJDB38331	SAMD01759244	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4800912600	12.8	Oryza sativa	A283 (CRX840763)
46712718	DRR969568	DRX947203	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633510	PRJDB38331	SAMD01759095	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5951861100	15.87	Oryza sativa	A2661 (CRX840614)
46711643	DRR971193	DRX948828	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635135	PRJDB38331	SAMD01760720	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5353261200	14.28	Oryza sativa	B1751 (CRX842239)
46711642	DRR969233	DRX946868	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633175	PRJDB38331	SAMD01758760	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4837903496	12.9	Oryza sativa	A2294 (CRX840279)
46711641	DRR971417	DRX949052	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635359	PRJDB38331	SAMD01760944	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4268997300	11.38	Oryza sativa	B1975 (CRX842463)
46710609	DRR968895	DRX946530	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632837	PRJDB38331	SAMD01758422	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4130062800	11.01	Oryza sativa	A1904 (CRX839941)
46710608	DRR969405	DRX947040	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633347	PRJDB38331	SAMD01758932	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3835604100	10.23	Oryza sativa	A2485 (CRX840451)
46710604	DRR969169	DRX946804	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633111	PRJDB38331	SAMD01758696	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	7032845700	18.75	Oryza sativa	A2225 (CRX840215)
46708226	DRR971756	DRX949391	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635698	PRJDB38331	SAMD01761283	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4384414200	11.69	Oryza sativa	B2358 (CRX842802)
46698797	DRR968998	DRX946633	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632940	PRJDB38331	SAMD01758525	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	8239762200	21.97	Oryza sativa	A2038 (CRX840044)
46692632	DRR970343	DRX947978	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634285	PRJDB38331	SAMD01759870	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	6034100700	16.09	Oryza sativa	A730 (CRX841389)
46692631	DRR968936	DRX946571	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632878	PRJDB38331	SAMD01758463	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4047892800	10.79	Oryza sativa	A1962 (CRX839982)
46691648	DRR971267	DRX948902	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635209	PRJDB38331	SAMD01760794	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4795479000	12.79	Oryza sativa	B1825 (CRX842313)
46691647	DRR970823	DRX948458	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634765	PRJDB38331	SAMD01760350	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4212165000	11.23	Oryza sativa	B1322 (CRX841869)
46684027	DRR972203	DRX949838	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636145	PRJDB38331	SAMD01761730	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4263282900	11.37	Oryza sativa	B2880 (CRX843249)
46681012	DRR972428	DRX950063	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636370	PRJDB38331	SAMD01761955	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5201902500	13.87	Oryza sativa	B467 (CRX843474)
46681011	DRR968749	DRX946384	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632691	PRJDB38331	SAMD01758276	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4347585000	11.59	Oryza sativa	A1693 (CRX839795)
46681010	DRR969656	DRX947291	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633598	PRJDB38331	SAMD01759183	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	7629169800	20.34	Oryza sativa	A2775 (CRX840702)
46679623	DRR969894	DRX947529	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633836	PRJDB38331	SAMD01759421	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3491870100	9.31	Oryza sativa	A3043 (CRX840940)
46673746	DRR969544	DRX947179	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633486	PRJDB38331	SAMD01759071	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3546415200	9.46	Oryza sativa	A2637 (CRX840590)
46671783	DRR969983	DRX947618	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633925	PRJDB38331	SAMD01759510	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4160584800	11.09	Oryza sativa	A3168 (CRX841029)
46671782	DRR968494	DRX946129	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632436	PRJDB38331	SAMD01758021	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4099796400	10.93	Oryza sativa	A1396 (CRX839540)
46671781	DRR968280	DRX945915	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632222	PRJDB38331	SAMD01757807	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4290325800	11.44	Oryza sativa	A1139 (CRX839326)
46671094	DRR972185	DRX949820	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636127	PRJDB38331	SAMD01761712	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4556350500	12.15	Oryza sativa	B2862 (CRX843231)
46671093	DRR970028	DRX947663	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633970	PRJDB38331	SAMD01759555	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3747956100	9.99	Oryza sativa	A3215 (CRX841074)
46654824	DRR969589	DRX947224	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633531	PRJDB38331	SAMD01759116	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5991868200	15.98	Oryza sativa	A2687 (CRX840635)
46651814	DRR971260	DRX948895	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635202	PRJDB38331	SAMD01760787	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	7251624600	19.34	Oryza sativa	B1818 (CRX842306)
46647443	DRR968239	DRX945874	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS632181	PRJDB38331	SAMD01757766	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3925761900	10.47	Oryza sativa	A1097 (CRX839285)
46647442	DRR971988	DRX949623	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635930	PRJDB38331	SAMD01761515	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5284946400	14.09	Oryza sativa	B2650 (CRX843034)
46639917	DRR969906	DRX947541	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633848	PRJDB38331	SAMD01759433	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3331229400	8.88	Oryza sativa	A3056 (CRX840952)
46639916	DRR972487	DRX950122	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636429	PRJDB38331	SAMD01762014	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3552760800	9.47	Oryza sativa	B530 (CRX843533)
46627270	DRR972131	DRX949766	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636073	PRJDB38331	SAMD01761658	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3383283600	9.02	Oryza sativa	B2803 (CRX843177)
46626301	DRR971350	DRX948985	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635292	PRJDB38331	SAMD01760877	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3749601000	10.0	Oryza sativa	B1909 (CRX842396)
46624562	DRR969528	DRX947163	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633470	PRJDB38331	SAMD01759055	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4393412100	11.72	Oryza sativa	A2619 (CRX840574)
46624284	DRR971980	DRX949615	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635922	PRJDB38331	SAMD01761507	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4043813700	10.78	Oryza sativa	B2642 (CRX843026)
46614856	DRR969793	DRX947428	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633735	PRJDB38331	SAMD01759320	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	3171525300	8.46	Oryza sativa	A2919 (CRX840839)
46614266	DRR969642	DRX947277	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633584	PRJDB38331	SAMD01759169	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4158301800	11.09	Oryza sativa	A2760 (CRX840688)
46614265	DRR971286	DRX948921	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS635228	PRJDB38331	SAMD01760813	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5266582200	14.04	Oryza sativa	B1844 (CRX842332)
46612272	DRR972436	DRX950071	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS636378	PRJDB38331	SAMD01761963	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4449551400	11.87	Oryza sativa	B474 (CRX843482)
46612271	DRR970836	DRX948471	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634778	PRJDB38331	SAMD01760363	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5017368300	13.38	Oryza sativa	B1336 (CRX841882)
46612270	DRR969842	DRX947477	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS633784	PRJDB38331	SAMD01759369	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4606920600	12.29	Oryza sativa	A2972 (CRX840888)
46612269	DRR970881	DRX948516	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634823	PRJDB38331	SAMD01760408	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	5707296600	15.22	Oryza sativa	B1387 (CRX841927)
46611292	DRR970502	DRX948137	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634444	PRJDB38331	SAMD01760029	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	6521331900	17.39	Oryza sativa	A939 (CRX841548)
46602696	DRR970840	DRX948475	DRP016783	rice ZH11 ems4611  database (PRJCA020505)	DRS634782	PRJDB38331	SAMD01760367	DRA026964	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	4925259000	13.13	Oryza sativa	B1342 (CRX841886)
46601654	DRR1066335	DRX1041934	DRP019500	Resequence data for Koshihikari	DRS773070	PRJDB40536	SAMD01933344	DRA029218	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE	PromethION	4111016097	10.96	Oryza sativa Japonica Group	PromethION sequencing of SAMD01933344
46601653	DRR1066334	DRX1041933	DRP019500	Resequence data for Koshihikari	DRS773069	PRJDB40536	SAMD01933343	DRA029218	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE	PromethION	4553383741	12.14	Oryza sativa Japonica Group	PromethION sequencing of SAMD01933343
46601652	DRR1066333	DRX1041932	DRP019500	Resequence data for Koshihikari	DRS773068	PRJDB40536	SAMD01933342	DRA029218	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE	PromethION	7446415629	19.86	Oryza sativa Japonica Group	PromethION sequencing of SAMD01933342
46601651	DRR1066332	DRX1041931	DRP019500	Resequence data for Koshihikari	DRS773067	PRJDB40536	SAMD01933341	DRA029218	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE	PromethION	8875236751	23.67	Oryza sativa Japonica Group	PromethION sequencing of SAMD01933341
46601650	DRR1066331	DRX1041930	DRP019500	Resequence data for Koshihikari	DRS773066	PRJDB40536	SAMD01933340	DRA029218	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE	PromethION	5244345352	13.98	Oryza sativa Japonica Group	PromethION sequencing of SAMD01933340
46601649	DRR1066330	DRX1041929	DRP019500	Resequence data for Koshihikari	DRS773168	PRJDB40536	SAMD01933338	DRA029217	WGS	GENOMIC	PAIRED	DNBSEQ	DNBSEQ-T7	28356948000	75.62	Oryza sativa Japonica Group	DNBSEQ-T7 paired end sequencing of SAMD01933338
46601648	DRR1066329	DRX1041928	DRP019500	Resequence data for Koshihikari	DRS773167	PRJDB40536	SAMD01933337	DRA029217	WGS	GENOMIC	PAIRED	DNBSEQ	DNBSEQ-T7	24345805800	64.92	Oryza sativa Japonica Group	DNBSEQ-T7 paired end sequencing of SAMD01933337
46601647	DRR1066328	DRX1041927	DRP019500	Resequence data for Koshihikari	DRS773166	PRJDB40536	SAMD01933336	DRA029217	WGS	GENOMIC	PAIRED	DNBSEQ	DNBSEQ-T7	25329203400	67.54	Oryza sativa Japonica Group	DNBSEQ-T7 paired end sequencing of SAMD01933336
46601646	DRR1066327	DRX1041926	DRP019500	Resequence data for Koshihikari	DRS773165	PRJDB40536	SAMD01933335	DRA029217	WGS	GENOMIC	PAIRED	DNBSEQ	DNBSEQ-T7	26858672400	71.62	Oryza sativa Japonica Group	DNBSEQ-T7 paired end sequencing of SAMD01933335
46601645	DRR1066326	DRX1041925	DRP019500	Resequence data for Koshihikari	DRS773164	PRJDB40536	SAMD01933334	DRA029217	WGS	GENOMIC	PAIRED	DNBSEQ	DNBSEQ-T7	23792177400	63.45	Oryza sativa Japonica Group	DNBSEQ-T7 paired end sequencing of SAMD01933334
46601644	DRR748486	DRX728413	DRP019510	Resequence data for Koshihikari	DRS773215	PRJDB37565	SAMD01686072	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	27808591652	74.16	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686072
46601643	DRR748485	DRX728412	DRP019510	Resequence data for Koshihikari	DRS773214	PRJDB37565	SAMD01686071	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	27639087046	73.7	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686071
46601642	DRR748484	DRX728411	DRP019510	Resequence data for Koshihikari	DRS773213	PRJDB37565	SAMD01686070	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	31609958933	84.29	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686070
46601641	DRR748483	DRX728410	DRP019510	Resequence data for Koshihikari	DRS773212	PRJDB37565	SAMD01686069	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	20980081969	55.95	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686069
46601640	DRR748482	DRX728409	DRP019510	Resequence data for Koshihikari	DRS773211	PRJDB37565	SAMD01686068	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	35353948913	94.28	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686068
46601639	DRR748481	DRX728408	DRP019510	Resequence data for Koshihikari	DRS773210	PRJDB37565	SAMD01686067	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	35013289145	93.37	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686067
46601638	DRR748480	DRX728407	DRP019510	Resequence data for Koshihikari	DRS773209	PRJDB37565	SAMD01686066	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	37144687737	99.05	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686066
46601637	DRR748479	DRX728406	DRP019510	Resequence data for Koshihikari	DRS773208	PRJDB37565	SAMD01686065	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	38418444158	102.45	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686065
46601636	DRR748478	DRX728405	DRP019510	Resequence data for Koshihikari	DRS773207	PRJDB37565	SAMD01686064	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	37972288537	101.26	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686064
46601635	DRR748477	DRX728404	DRP019510	Resequence data for Koshihikari	DRS773206	PRJDB37565	SAMD01686063	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	37456271916	99.88	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686063
46601634	DRR748476	DRX728403	DRP019510	Resequence data for Koshihikari	DRS773205	PRJDB37565	SAMD01686062	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	26085849988	69.56	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686062
46601633	DRR748475	DRX728402	DRP019510	Resequence data for Koshihikari	DRS773204	PRJDB37565	SAMD01686061	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	23252510084	62.01	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686061
46601632	DRR748474	DRX728401	DRP019510	Resequence data for Koshihikari	DRS773203	PRJDB37565	SAMD01686060	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	37802566821	100.81	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686060
46601631	DRR748473	DRX728400	DRP019510	Resequence data for Koshihikari	DRS773202	PRJDB37565	SAMD01686059	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	37899260241	101.06	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686059
46601630	DRR748472	DRX728399	DRP019510	Resequence data for Koshihikari	DRS773201	PRJDB37565	SAMD01686058	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	36851268325	98.27	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686058
46601629	DRR748471	DRX728398	DRP019510	Resequence data for Koshihikari	DRS773200	PRJDB37565	SAMD01686057	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	22818067227	60.85	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686057
46601628	DRR748470	DRX728397	DRP019510	Resequence data for Koshihikari	DRS773199	PRJDB37565	SAMD01686056	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	27034863159	72.09	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686056
46601627	DRR748469	DRX728396	DRP019510	Resequence data for Koshihikari	DRS773198	PRJDB37565	SAMD01686055	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	33312574927	88.83	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686055
46601626	DRR748468	DRX728395	DRP019510	Resequence data for Koshihikari	DRS773197	PRJDB37565	SAMD01686054	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	22771179477	60.72	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686054
46601625	DRR748467	DRX728394	DRP019510	Resequence data for Koshihikari	DRS773196	PRJDB37565	SAMD01686053	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	18355807354	48.95	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686053
46601624	DRR748466	DRX728393	DRP019510	Resequence data for Koshihikari	DRS773195	PRJDB37565	SAMD01686052	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	28916358998	77.11	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686052
