run_accession	sample_accession	sample_title	sample_alias	scientific_name	cultivar	variety	ecotype	strain	country	instrument_platform	library_layout	base_count
SRR12523866	SAMN15806456	Luxiang618A-1	Luxiang618A-1	Oryza sativa	Luxiang618A-1				China:Sichuan	ILLUMINA	PAIRED	6973132200
SRR12523873	SAMN15806450	Lunhui422	Lunhui422	Oryza sativa	Lunhui422				China:Hunan	ILLUMINA	PAIRED	7253204100
SRR12523894	SAMN15806431	LT14	LT14	Oryza sativa	LT14				China:Vietnam	ILLUMINA	PAIRED	8734362300
SRR12523903	SAMN15805937	5350	5350	Oryza sativa	5350				China:Hubei	ILLUMINA	PAIRED	8103890100
SRR12523904	SAMN15806422	LT4	LT4	Oryza sativa	LT4				China:Vietnam	ILLUMINA	PAIRED	7507211700
SRR12523905	SAMN15806421	LT3	LT3	Oryza sativa	LT3				China:Vietnam	ILLUMINA	PAIRED	7457507100
SRR12523906	SAMN15806420	LT2	LT2	Oryza sativa	LT2				China:Vietnam	ILLUMINA	PAIRED	7537113000
SRR12523908	SAMN15806418	LongyangA	LongyangA	Oryza sativa	LongyangA				China:Hunan	ILLUMINA	PAIRED	7734527700
SRR12523923	SAMN15806404	Liangyuan1hao	Liangyuan1hao	Oryza sativa	Liangyuan1hao				China:Hunan	ILLUMINA	PAIRED	10838715900
SRR12523925	SAMN15805935	5207	5207	Oryza sativa	5207				China:Hunan	ILLUMINA	PAIRED	6791918700
SRR12523926	SAMN15806402	LiA	LiA	Oryza sativa	LiA				China:Guangxi	ILLUMINA	PAIRED	6505026900
SRR12523929	SAMN15806399	LefengA	LefengA	Oryza sativa	LefengA				China:Fujian	ILLUMINA	PAIRED	8225852100
SRR12523931	SAMN15806397	L301A	L301A	Oryza sativa	L301A				China:Hunan	ILLUMINA	PAIRED	6662228100
SRR12523932	SAMN15806396	KT27S	KT27S	Oryza sativa	KT27S				China:Hunan	ILLUMINA	PAIRED	7530452400
SRR12523933	SAMN15806395	Kezhen145	Kezhen145	Oryza sativa	Kezhen145				China:Hunan	ILLUMINA	PAIRED	6966230100
SRR12523935	SAMN15806393	KejinA	KejinA	Oryza sativa	KejinA				China:Hainan	ILLUMINA	PAIRED	7002053700
SRR12523942	SAMN15806387	Ke20A	Ke20A	Oryza sativa	Ke20A				China:Hunan	ILLUMINA	PAIRED	7333279800
SRR12523952	SAMN15806379	Jinzao47	Jinzao47	Oryza sativa	Jinzao47				China:Zhejiang	ILLUMINA	PAIRED	6473094000
SRR12523956	SAMN15806375	Jinsui128	Jinsui128	Oryza sativa	Jinsui128				China:Hunan	ILLUMINA	PAIRED	7089078300
SRR12523960	SAMN15806372	Jinnanwan	Jinnanwan	Oryza sativa	Jinnanwan				China:Fujian	ILLUMINA	PAIRED	9117749700
SRR12523967	SAMN15806365	Jingfu2A	Jingfu2A	Oryza sativa	Jingfu2A				China:Fujian	ILLUMINA	PAIRED	8247127200
SRR12523971	SAMN15806362	Jing7A	Jing7A	Oryza sativa	Jing7A				China:Sichuan	ILLUMINA	PAIRED	6650785800
SRR12523974	SAMN15806359	Jinfeng1hao	Jinfeng1hao	Oryza sativa	Jinfeng1hao				China:Hunan	ILLUMINA	PAIRED	7745342400
SRR12523999	SAMN15806336	Jian645B	Jian645B	Oryza sativa	Jian645B				China:Hunan	ILLUMINA	PAIRED	6547272900
SRR12524000	SAMN15806335	Jiahezaozhan	Jiahezaozhan	Oryza sativa	Jiahezaozhan				China:Fujian	ILLUMINA	PAIRED	10211360700
SRR12524005	SAMN15806331	IR46830A	IR46830A	Oryza sativa	IR46830A				China:IRRI	ILLUMINA	PAIRED	6047415600
SRR12524007	SAMN15806329	IR35286-18-3-3-2-3	IR35286-18-3-3-2-3	Oryza sativa	IR35286-18-3-3-2-3				China:IRRI	ILLUMINA	PAIRED	7179656100
SRR12524008	SAMN15806328	IR34681-107-3-3-3	IR34681-107-3-3-3	Oryza sativa	IR34681-107-3-3-3				China:IRRI	ILLUMINA	PAIRED	8336101200
SRR12524009	SAMN15806327	IR34638-57-1-2	IR34638-57-1-2	Oryza sativa	IR34638-57-1-2				China:IRRI	ILLUMINA	PAIRED	8818024200
SRR12524014	SAMN15805927	1144	1144	Oryza sativa	1144				China:Hunan	ILLUMINA	PAIRED	7455725100
SRR12524024	SAMN15806313	IR31775-30-3-2-2-2	IR31775-30-3-2-2-2	Oryza sativa	IR31775-30-3-2-2-2				China:IRRI	ILLUMINA	PAIRED	9329087700
SRR12524027	SAMN15806311	IR29725-109-1-2-1	IR29725-109-1-2-1	Oryza sativa	IR29725-109-1-2-1				China:IRRI	ILLUMINA	PAIRED	8359511700
SRR12524041	SAMN15806298	IR25588-7-3-1	IR25588-7-3-1	Oryza sativa	IR25588-7-3-1				China:IRRI	ILLUMINA	PAIRED	7038176100
SRR12524051	SAMN15806874	Xianhui207	Xianhui207	Oryza sativa	Xianhui207				China:Hunan	ILLUMINA	PAIRED	6821795700
SRR12524054	SAMN15806872	Xiangzaoxian45hao	Xiangzaoxian45hao	Oryza sativa	Xiangzaoxian45hao				China:Hunan	ILLUMINA	PAIRED	7747744500
SRR12524055	SAMN15806871	Xiangzaoxian45	Xiangzaoxian45	Oryza sativa	Xiangzaoxian45				China:Hunan	ILLUMINA	PAIRED	7109242500
SRR12524064	SAMN15805981	BG367-4	BG367-4	Oryza sativa	BG367-4				China:Hunan	ILLUMINA	PAIRED	7627789800
SRR12524067	SAMN15806860	Xiangzaoxian7hao	Xiangzaoxian7hao	Oryza sativa	Xiangzaoxian7hao				China:Hunan	ILLUMINA	PAIRED	7712187000
SRR12524069	SAMN15806858	Xiangzaoxian3hao	Xiangzaoxian3hao	Oryza sativa	Xiangzaoxian3hao				China:Hunan	ILLUMINA	PAIRED	9708204300
SRR12524077	SAMN15806851	Xiangwanxian17hao	Xiangwanxian17hao	Oryza sativa	Xiangwanxian17hao				China:Hunan	ILLUMINA	PAIRED	8413796400
SRR12524086	SAMN15805979	Basimati370	Basimati370	Oryza sativa	Basimati370				China:Pakistan	ILLUMINA	PAIRED	6255887700
SRR12524097	SAMN15805978	Basiai63	Basiai63	Oryza sativa	Basiai63				China:Sichuan	ILLUMINA	PAIRED	8177862000
SRR12524100	SAMN15806830	Xiang8B	Xiang8B	Oryza sativa	Xiang8B				China:Hunan	ILLUMINA	PAIRED	6330216000
SRR12524107	SAMN15806823	WW004	WW004	Oryza sativa	WW004				China:Jiangxi	ILLUMINA	PAIRED	6907276500
SRR12524112	SAMN15806819	Wushansimiao	Wushansimiao	Oryza sativa	Wushansimiao				China:Guangdong	ILLUMINA	PAIRED	6928733400
SRR12524114	SAMN15806817	WR002	WR002	Oryza sativa	WR002				China:Jiangxi	ILLUMINA	PAIRED	7772753400
SRR12524117	SAMN15806814	Wenhui689	Wenhui689	Oryza sativa	Wenhui689				China:Zhejiang	ILLUMINA	PAIRED	7698180000
SRR12524119	SAMN15805976	Baixiangzhan	Baixiangzhan	Oryza sativa	Baixiangzhan				China:Guangxi	ILLUMINA	PAIRED	7311841800
SRR12524129	SAMN15806803	Wan9A	Wan9A	Oryza sativa	Wan9A				China:Chongqing	ILLUMINA	PAIRED	7381282500
SRR12524130	SAMN15805975	Baimidongzhan	Baimidongzhan	Oryza sativa	Baimidongzhan				China:Hunan	ILLUMINA	PAIRED	7348666500
SRR12524133	SAMN15806800	W515	W515	Oryza sativa	W515				China:Hunan	ILLUMINA	PAIRED	10280433600
SRR12524134	SAMN15806799	V28-399	V28-399	Oryza sativa	V28-399				China:Hunan	ILLUMINA	PAIRED	7364087700
SRR12524141	SAMN15805974	B138	B138	Oryza sativa	B138				China:Hunan	ILLUMINA	PAIRED	6864275400
SRR12524149	SAMN15806785	TN1480	TN1480	Oryza sativa	TN1480				China:Hunan	ILLUMINA	PAIRED	6424697400
SRR12524153	SAMN15805892	33S	33S	Oryza sativa	33S				China:Hunan	ILLUMINA	PAIRED	7328404200
SRR12524156	SAMN15806780	TN1408	TN1408	Oryza sativa	TN1408				China:Hunan	ILLUMINA	PAIRED	6885183300
SRR12524169	SAMN15806768	Teyou2035	Teyou2035	Oryza sativa	Teyou2035				China:Henan	ILLUMINA	PAIRED	7138804800
SRR12524179	SAMN15806759	Taihui973	Taihui973	Oryza sativa	Taihui973				China:Sichuan	ILLUMINA	PAIRED	7575111000
SRR12524182	SAMN15806756	Taihui187	Taihui187	Oryza sativa	Taihui187				China:Sichuan	ILLUMINA	PAIRED	7848575700
SRR12524184	SAMN15806754	TaifengA	TaifengA	Oryza sativa	TaifengA				China:Guangdong	ILLUMINA	PAIRED	7178227200
SRR12524186	SAMN15805970	AoR15	AoR15	Oryza sativa	AoR15				China:Hunan	ILLUMINA	PAIRED	7771952100
SRR12524189	SAMN15806750	T315	T315	Oryza sativa	T315				China:Guangxi	ILLUMINA	PAIRED	6479826300
SRR12524192	SAMN15806747	T91S	T91S	Oryza sativa	T91S				China:Hunan	ILLUMINA	PAIRED	7490881200
SRR12524197	SAMN15805969	Aolong1S	Aolong1S	Oryza sativa	Aolong1S				China:Hunan	ILLUMINA	PAIRED	7831029900
SRR12524198	SAMN15806742	T31A	T31A	Oryza sativa	T31A				China:Fujian	ILLUMINA	PAIRED	7309518000
SRR12524203	SAMN15806737	Shuiyuan317	Shuiyuan317	Oryza sativa	Shuiyuan317				China:Korea	ILLUMINA	PAIRED	8601946200
SRR12524207	SAMN15806733	Shuhui538	Shuhui538	Oryza sativa	Shuhui538				China:Sichuan	ILLUMINA	PAIRED	7344516600
SRR12524213	SAMN15806728	Shuhui257	Shuhui257	Oryza sativa	Shuhui257				China:Sichuan	ILLUMINA	PAIRED	9969350400
SRR12524214	SAMN15806727	Shuhui204	Shuhui204	Oryza sativa	Shuhui204				China:Sichuan	ILLUMINA	PAIRED	6189760500
SRR12524219	SAMN15805967	Anyuzao1hao	Anyuzao1hao	Oryza sativa	Anyuzao1hao				China:Anhui	ILLUMINA	PAIRED	6264970200
SRR12524243	SAMN15806701	Ronghui906	Ronghui906	Oryza sativa	Ronghui906				China:Sichuan	ILLUMINA	PAIRED	7483206300
SRR12524244	SAMN15806700	RongfengA	RongfengA	Oryza sativa	RongfengA				China:Guangdong	ILLUMINA	PAIRED	6977685900
SRR12524246	SAMN15806698	Ribenzhong	Ribenzhong	Oryza sativa	Ribenzhong				China:Japan	ILLUMINA	PAIRED	6243093000
SRR12524249	SAMN15806695	RGD-7S	RGD-7S	Oryza sativa	RGD-7S				China:Guangdong	ILLUMINA	PAIRED	9234957600
SRR12524257	SAMN15806688	R6547	R6547	Oryza sativa	R6547				China:Jiangsu	ILLUMINA	PAIRED	7008338400
SRR12524258	SAMN15806687	R6135	R6135	Oryza sativa	R6135				China:Hunan	ILLUMINA	PAIRED	8206891500
SRR12524266	SAMN15806681	R2618	R2618	Oryza sativa	R2618				China:Hubei	ILLUMINA	PAIRED	9206335500
SRR12524268	SAMN15806679	R2122	R2122	Oryza sativa	R2122				China:Hunan	ILLUMINA	PAIRED	9174081900
SRR12524273	SAMN15806674	R1586	R1586	Oryza sativa	R1586				China:Hainan	ILLUMINA	PAIRED	7792063800
SRR12524275	SAMN15805962	Aizhan43S	Aizhan43S	Oryza sativa	Aizhan43S				China:Anhui	ILLUMINA	PAIRED	8464452300
SRR12524277	SAMN15806671	R1468	R1468	Oryza sativa	R1468				China:Hubei	ILLUMINA	PAIRED	8596869000
SRR12524278	SAMN15806670	R1288	R1288	Oryza sativa	R1288				China:Hainan	ILLUMINA	PAIRED	8507020500
SRR12524280	SAMN15806668	R1202	R1202	Oryza sativa	R1202				China:Guangxi	ILLUMINA	PAIRED	7016014500
SRR12524283	SAMN15806665	R1141	R1141	Oryza sativa	R1141				China:Hunan	ILLUMINA	PAIRED	8320923300
SRR12524284	SAMN15806664	R1106	R1106	Oryza sativa	R1106				China:Hubei	ILLUMINA	PAIRED	7049628000
SRR12524292	SAMN15806657	R991	R991	Oryza sativa	R991				China:Guangxi	ILLUMINA	PAIRED	6275375100
SRR12524294	SAMN15806655	R980	R980	Oryza sativa	R980				China:Hunan	ILLUMINA	PAIRED	8184303600
SRR12524301	SAMN15806649	R865	R865	Oryza sativa	R865				China:Hainan	ILLUMINA	PAIRED	9375541200
SRR12524302	SAMN15806648	R776	R776	Oryza sativa	R776				China:Hunan	ILLUMINA	PAIRED	7111106700
SRR12524310	SAMN15806641	R583	R583	Oryza sativa	R583				China:Hunan	ILLUMINA	PAIRED	6779954400
SRR12524317	SAMN15806634	R476	R476	Oryza sativa	R476				China:Hubei	ILLUMINA	PAIRED	6409758900
SRR12524320	SAMN15806632	R363	R363	Oryza sativa	R363				China:Sichuan	ILLUMINA	PAIRED	7468814700
SRR12524324	SAMN15806628	R325	R325	Oryza sativa	R325				China:Jiangxi	ILLUMINA	PAIRED	6686946000
SRR12524330	SAMN15805957	Aihuangmi	Aihuangmi	Oryza sativa	Aihuangmi				China:Hunan	ILLUMINA	PAIRED	7950703200
SRR12525009	SAMN15892217	Plant sample from Oryza sativa	Inbred-F2-277	Oryza sativa	Inbred-F2-277				China: Hunan	ILLUMINA	SINGLE	18097199
SRR12525013	SAMN15892213	Plant sample from Oryza sativa	Inbred-F2-272	Oryza sativa	Inbred-F2-272				China: Hunan	ILLUMINA	SINGLE	33027750
SRR12525020	SAMN15892207	Plant sample from Oryza sativa	Inbred-F2-261	Oryza sativa	Inbred-F2-261				China: Hunan	ILLUMINA	SINGLE	171813140
SRR12525024	SAMN15892203	Plant sample from Oryza sativa	Inbred-F2-251	Oryza sativa	Inbred-F2-251				China: Hunan	ILLUMINA	SINGLE	20619500
SRR12525031	SAMN15892197	Plant sample from Oryza sativa	Inbred-F2-230	Oryza sativa	Inbred-F2-230				China: Hunan	ILLUMINA	SINGLE	91004388
SRR12525034	SAMN15892194	Plant sample from Oryza sativa	Inbred-F2-224	Oryza sativa	Inbred-F2-224				China: Hunan	ILLUMINA	SINGLE	106311447
SRR12525036	SAMN15892192	Plant sample from Oryza sativa	Inbred-F2-205	Oryza sativa	Inbred-F2-205				China: Hunan	ILLUMINA	SINGLE	76856500
SRR12525037	SAMN15892191	Plant sample from Oryza sativa	Inbred-F2-201	Oryza sativa	Inbred-F2-201				China: Hunan	ILLUMINA	SINGLE	51664769
SRR12525040	SAMN15892188	Plant sample from Oryza sativa	Inbred-F2-196	Oryza sativa	Inbred-F2-196				China: Hunan	ILLUMINA	SINGLE	30930250
SRR12525042	SAMN15892186	Plant sample from Oryza sativa	Inbred-F2-187	Oryza sativa	Inbred-F2-187				China: Hunan	ILLUMINA	SINGLE	36152375
SRR12525043	SAMN15892185	Plant sample from Oryza sativa	Inbred-F2-176	Oryza sativa	Inbred-F2-176				China: Hunan	ILLUMINA	SINGLE	151165300
SRR12525048	SAMN15892180	Plant sample from Oryza sativa	Inbred-F2-157	Oryza sativa	Inbred-F2-157				China: Hunan	ILLUMINA	SINGLE	27511771
SRR12525052	SAMN15892177	Plant sample from Oryza sativa	Inbred-F2-152	Oryza sativa	Inbred-F2-152				China: Hunan	ILLUMINA	SINGLE	164786750
SRR12525056	SAMN15892173	Plant sample from Oryza sativa	Inbred-F2-137	Oryza sativa	Inbred-F2-137				China: Hunan	ILLUMINA	SINGLE	34616125
SRR12525067	SAMN15892162	Plant sample from Oryza sativa	Inbred-F2-99	Oryza sativa	Inbred-F2-99				China: Hunan	ILLUMINA	SINGLE	74945000
SRR12525069	SAMN15892160	Plant sample from Oryza sativa	Inbred-F2-93	Oryza sativa	Inbred-F2-93				China: Hunan	ILLUMINA	SINGLE	52642125
SRR12525071	SAMN15892159	Plant sample from Oryza sativa	Inbred-F2-92	Oryza sativa	Inbred-F2-92				China: Hunan	ILLUMINA	SINGLE	16986000
SRR12525075	SAMN15892155	Plant sample from Oryza sativa	Inbred-F2-82	Oryza sativa	Inbred-F2-82				China: Hunan	ILLUMINA	SINGLE	27573375
SRR12525080	SAMN15892150	Plant sample from Oryza sativa	Inbred-F2-64	Oryza sativa	Inbred-F2-64				China: Hunan	ILLUMINA	SINGLE	109956500
SRR12525084	SAMN15892146	Plant sample from Oryza sativa	Inbred-F2-55	Oryza sativa	Inbred-F2-55				China: Hunan	ILLUMINA	SINGLE	24170098
SRR12525090	SAMN15892341	Plant sample from Oryza sativa	Inbred-F2-619	Oryza sativa	Inbred-F2-619				China: Hunan	ILLUMINA	SINGLE	26322000
SRR12525093	SAMN15892339	Plant sample from Oryza sativa	Inbred-F2-614	Oryza sativa	Inbred-F2-614				China: Hunan	ILLUMINA	SINGLE	23955625
SRR12525097	SAMN15892335	Plant sample from Oryza sativa	Inbred-F2-606	Oryza sativa	Inbred-F2-606				China: Hunan	ILLUMINA	SINGLE	36094750
SRR12525103	SAMN15892141	Plant sample from Oryza sativa	Inbred-F2-43	Oryza sativa	Inbred-F2-43				China: Hunan	ILLUMINA	SINGLE	40243375
SRR12525107	SAMN15892326	Plant sample from Oryza sativa	Inbred-F2-584	Oryza sativa	Inbred-F2-584				China: Hunan	ILLUMINA	SINGLE	101249101
SRR12525111	SAMN15892322	Plant sample from Oryza sativa	Inbred-F2-577	Oryza sativa	Inbred-F2-577				China: Hunan	ILLUMINA	SINGLE	37661625
SRR12525114	SAMN15892140	Plant sample from Oryza sativa	Inbred-F2-40	Oryza sativa	Inbred-F2-40				China: Hunan	ILLUMINA	SINGLE	69785661
SRR12525129	SAMN15892307	Plant sample from Oryza sativa	Inbred-F2-542	Oryza sativa	Inbred-F2-542				China: Hunan	ILLUMINA	SINGLE	49543500
SRR12525130	SAMN15892306	Plant sample from Oryza sativa	Inbred-F2-541	Oryza sativa	Inbred-F2-541				China: Hunan	ILLUMINA	SINGLE	67084450
SRR12525131	SAMN15892305	Plant sample from Oryza sativa	Inbred-F2-538	Oryza sativa	Inbred-F2-538				China: Hunan	ILLUMINA	SINGLE	40512375
SRR12525143	SAMN15892294	Plant sample from Oryza sativa	Inbred-F2-492	Oryza sativa	Inbred-F2-492				China: Hunan	ILLUMINA	SINGLE	16728150
SRR12525145	SAMN15892292	Plant sample from Oryza sativa	Inbred-F2-484	Oryza sativa	Inbred-F2-484				China: Hunan	ILLUMINA	SINGLE	101278654
SRR12525149	SAMN15892289	Plant sample from Oryza sativa	Inbred-F2-477	Oryza sativa	Inbred-F2-477				China: Hunan	ILLUMINA	SINGLE	102764874
SRR12525150	SAMN15892288	Plant sample from Oryza sativa	Inbred-F2-475	Oryza sativa	Inbred-F2-475				China: Hunan	ILLUMINA	SINGLE	65739473
SRR12525151	SAMN15892287	Plant sample from Oryza sativa	Inbred-F2-473	Oryza sativa	Inbred-F2-473				China: Hunan	ILLUMINA	SINGLE	100134413
SRR12525155	SAMN15892283	Plant sample from Oryza sativa	Inbred-F2-468	Oryza sativa	Inbred-F2-468				China: Hunan	ILLUMINA	SINGLE	77749375
SRR12525160	SAMN15892278	Plant sample from Oryza sativa	Inbred-F2-456	Oryza sativa	Inbred-F2-456				China: Hunan	ILLUMINA	SINGLE	45634817
SRR12525168	SAMN15892270	Plant sample from Oryza sativa	Inbred-F2-422	Oryza sativa	Inbred-F2-422				China: Hunan	ILLUMINA	PAIRED	60270013
SRR12525179	SAMN15892260	Plant sample from Oryza sativa	Inbred-F2-398	Oryza sativa	Inbred-F2-398				China: Hunan	ILLUMINA	SINGLE	51148896
SRR12525184	SAMN15892256	Plant sample from Oryza sativa	Inbred-F2-392	Oryza sativa	Inbred-F2-392				China: Hunan	ILLUMINA	SINGLE	20318692
SRR12525186	SAMN15892254	Plant sample from Oryza sativa	Inbred-F2-389	Oryza sativa	Inbred-F2-389				China: Hunan	ILLUMINA	SINGLE	63980750
SRR12525188	SAMN15892252	Plant sample from Oryza sativa	Inbred-F2-387	Oryza sativa	Inbred-F2-387				China: Hunan	ILLUMINA	SINGLE	70810750
SRR12525199	SAMN15892242	Plant sample from Oryza sativa	Inbred-F2-358	Oryza sativa	Inbred-F2-358				China: Hunan	ILLUMINA	SINGLE	64042875
SRR12525201	SAMN15892240	Plant sample from Oryza sativa	Inbred-F2-346	Oryza sativa	Inbred-F2-346				China: Hunan	ILLUMINA	SINGLE	10075748
SRR12525202	SAMN15892132	Plant sample from Oryza sativa	Inbred-F2-16	Oryza sativa	Inbred-F2-16				China: Hunan	ILLUMINA	SINGLE	43265625
SRR12525209	SAMN15892233	Plant sample from Oryza sativa	Inbred-F2-331	Oryza sativa	Inbred-F2-331				China: Hunan	ILLUMINA	SINGLE	48440473
SRR12525216	SAMN15892227	Plant sample from Oryza sativa	Inbred-F2-309	Oryza sativa	Inbred-F2-309				China: Hunan	ILLUMINA	SINGLE	70872500
SRR12525221	SAMN15892222	Plant sample from Oryza sativa	Inbred-F2-296	Oryza sativa	Inbred-F2-296				China: Hunan	ILLUMINA	SINGLE	85341625
SRR12545188	SAMN15929517	Plant sample from Oryza sativa	Oryza sativa cB 117425 leaf	Oryza sativa	IRGC 117425				India: 25 N 34m s, 91 E 53m s, unknown uncertainty (diameter in m)	ILLUMINA	PAIRED	5670134200
SRR12545229	SAMN15929538	Plant sample from Oryza sativa	Oryza sativa XI-2A 132424 root	Oryza sativa	IRGC 132424				Bangladesh: 23 N 36m 42s, 90 E 20m 23s, 391450 uncertainty (diameter in m)	ILLUMINA	PAIRED	6868020334
SRR12575797	SAMN15951860	Plant sample from Oryza sativa	Inbred-F2-580	Oryza sativa	Inbred-F2-580				China: Hunan	ILLUMINA	SINGLE	111554625
SRR12575798	SAMN15951859	Plant sample from Oryza sativa	Inbred-F2-579	Oryza sativa	Inbred-F2-579				China: Hunan	ILLUMINA	SINGLE	99787500
SRR12575803	SAMN15951658	Plant sample from Oryza sativa	P-RH78-3	Oryza sativa	P-RH78-3				China: Hunan	ILLUMINA	SINGLE	2856234750
SRR12575810	SAMN15951849	Plant sample from Oryza sativa	Inbred-F2-555	Oryza sativa	Inbred-F2-555				China: Hunan	ILLUMINA	SINGLE	55139000
SRR12575812	SAMN15951847	Plant sample from Oryza sativa	Inbred-F2-553	Oryza sativa	Inbred-F2-553				China: Hunan	ILLUMINA	SINGLE	47645875
SRR12575815	SAMN15951845	Plant sample from Oryza sativa	Inbred-F2-547	Oryza sativa	Inbred-F2-547				China: Hunan	ILLUMINA	SINGLE	60143750
SRR12575816	SAMN15951844	Plant sample from Oryza sativa	Inbred-F2-545	Oryza sativa	Inbred-F2-545				China: Hunan	ILLUMINA	SINGLE	99947750
SRR12575820	SAMN15951840	Plant sample from Oryza sativa	Inbred-F2-533	Oryza sativa	Inbred-F2-533				China: Hunan	ILLUMINA	SINGLE	44431000
SRR12575829	SAMN15951832	Plant sample from Oryza sativa	Inbred-F2-503	Oryza sativa	Inbred-F2-503				China: Hunan	ILLUMINA	SINGLE	18144750
SRR12575832	SAMN15951829	Plant sample from Oryza sativa	Inbred-F2-489	Oryza sativa	Inbred-F2-489				China: Hunan	ILLUMINA	SINGLE	45428750
SRR12575836	SAMN15951673	Plant sample from Oryza sativa	Inbred-F2-28	Oryza sativa	Inbred-F2-28				China: Hunan	ILLUMINA	SINGLE	16714050
SRR12575840	SAMN15951822	Plant sample from Oryza sativa	Inbred-F2-472	Oryza sativa	Inbred-F2-472				China: Hunan	ILLUMINA	SINGLE	93738000
SRR12575850	SAMN15951813	Plant sample from Oryza sativa	Inbred-F2-452	Oryza sativa	Inbred-F2-452				China: Hunan	ILLUMINA	SINGLE	68779500
SRR12575858	SAMN15951671	Plant sample from Oryza sativa	Inbred-F2-22	Oryza sativa	Inbred-F2-22				China: Hunan	ILLUMINA	SINGLE	87385124
SRR12575865	SAMN15951799	Plant sample from Oryza sativa	Inbred-F2-405	Oryza sativa	Inbred-F2-405				China: Hunan	ILLUMINA	SINGLE	85526375
SRR12575868	SAMN15951796	Plant sample from Oryza sativa	Inbred-F2-398	Oryza sativa	Inbred-F2-398				China: Hunan	ILLUMINA	SINGLE	51148875
SRR12575871	SAMN15951794	Plant sample from Oryza sativa	Inbred-F2-395	Oryza sativa	Inbred-F2-395				China: Hunan	ILLUMINA	SINGLE	7074900
SRR12575873	SAMN15951792	Plant sample from Oryza sativa	Inbred-F2-392	Oryza sativa	Inbred-F2-392				China: Hunan	ILLUMINA	SINGLE	20318625
SRR12575882	SAMN15951784	Plant sample from Oryza sativa	Inbred-F2-380	Oryza sativa	Inbred-F2-380				China: Hunan	ILLUMINA	SINGLE	112273500
SRR12575885	SAMN15951781	Plant sample from Oryza sativa	Inbred-F2-372	Oryza sativa	Inbred-F2-372				China: Hunan	ILLUMINA	SINGLE	73983750
SRR12575894	SAMN15951773	Plant sample from Oryza sativa	Inbred-F2-343	Oryza sativa	Inbred-F2-343				China: Hunan	ILLUMINA	SINGLE	64867125
SRR12575897	SAMN15951770	Plant sample from Oryza sativa	Inbred-F2-332	Oryza sativa	Inbred-F2-332				China: Hunan	ILLUMINA	SINGLE	44616375
SRR12575898	SAMN15951769	Plant sample from Oryza sativa	Inbred-F2-331	Oryza sativa	Inbred-F2-331				China: Hunan	ILLUMINA	SINGLE	48440375
SRR12575899	SAMN15951768	Plant sample from Oryza sativa	Inbred-F2-328	Oryza sativa	Inbred-F2-328				China: Hunan	ILLUMINA	SINGLE	87222125
SRR12575903	SAMN15951765	Plant sample from Oryza sativa	Inbred-F2-311	Oryza sativa	Inbred-F2-311				China: Hunan	ILLUMINA	SINGLE	36664250
SRR12575905	SAMN15951763	Plant sample from Oryza sativa	Inbred-F2-309	Oryza sativa	Inbred-F2-309				China: Hunan	ILLUMINA	SINGLE	70872375
SRR12575912	SAMN15951754	Plant sample from Oryza sativa	Inbred-F2-278	Oryza sativa	Inbred-F2-278				China: Hunan	ILLUMINA	SINGLE	1852950
SRR12575924	SAMN15951743	Plant sample from Oryza sativa	Inbred-F2-261	Oryza sativa	Inbred-F2-261				China: Hunan	ILLUMINA	SINGLE	171813125
SRR12575925	SAMN15951742	Plant sample from Oryza sativa	Inbred-F2-258	Oryza sativa	Inbred-F2-258				China: Hunan	ILLUMINA	SINGLE	19439100
SRR12575935	SAMN15951733	Plant sample from Oryza sativa	Inbred-F2-230	Oryza sativa	Inbred-F2-230				China: Hunan	ILLUMINA	SINGLE	91004270
SRR12575939	SAMN15951729	Plant sample from Oryza sativa	Inbred-F2-209	Oryza sativa	Inbred-F2-209				China: Hunan	ILLUMINA	SINGLE	49611625
SRR12575941	SAMN15951727	Plant sample from Oryza sativa	Inbred-F2-201	Oryza sativa	Inbred-F2-201				China: Hunan	ILLUMINA	SINGLE	51664750
SRR12575946	SAMN15951723	Plant sample from Oryza sativa	Inbred-F2-194	Oryza sativa	Inbred-F2-194				China: Hunan	ILLUMINA	SINGLE	125205750
SRR12575950	SAMN15951719	Plant sample from Oryza sativa	Inbred-F2-171	Oryza sativa	Inbred-F2-171				China: Hunan	ILLUMINA	SINGLE	120013125
SRR12575951	SAMN15951718	Plant sample from Oryza sativa	Inbred-F2-168	Oryza sativa	Inbred-F2-168				China: Hunan	ILLUMINA	SINGLE	3234900
SRR12575957	SAMN15951713	Plant sample from Oryza sativa	Inbred-F2-152	Oryza sativa	Inbred-F2-152				China: Hunan	ILLUMINA	SINGLE	164786750
SRR12575960	SAMN15951710	Plant sample from Oryza sativa	Inbred-F2-140	Oryza sativa	Inbred-F2-140				China: Hunan	ILLUMINA	SINGLE	102399750
SRR12575963	SAMN15951707	Plant sample from Oryza sativa	Inbred-F2-127	Oryza sativa	Inbred-F2-127				China: Hunan	ILLUMINA	SINGLE	31933875
SRR12575972	SAMN15951699	Plant sample from Oryza sativa	Inbred-F2-102	Oryza sativa	Inbred-F2-102				China: Hunan	ILLUMINA	SINGLE	79641500
SRR12575981	SAMN15951691	Plant sample from Oryza sativa	Inbred-F2-82	Oryza sativa	Inbred-F2-82				China: Hunan	ILLUMINA	SINGLE	27573250
