run_accession	sample_accession	sample_title	sample_alias	scientific_name	cultivar	variety	ecotype	strain	country	instrument_platform	library_layout	base_count
SRR11661768	SAMN14785743	Plant sample from Oryza sativa	Rice_E164-I-A-383	Oryza sativa	Zhongyouzao-19					ILLUMINA	PAIRED	760114404
SRR11661769	SAMN14785744	Plant sample from Oryza sativa	Rice_E164-I-A-384	Oryza sativa	Zhongzao-22					ILLUMINA	PAIRED	552863556
SRR11661770	SAMN14785747	Plant sample from Oryza sativa	Rice_E164-I-A-387	Oryza sativa	Liushizao					ILLUMINA	PAIRED	363109824
SRR11661771	SAMN14785748	Plant sample from Oryza sativa	Rice_E164-I-A-389	Oryza sativa	Vniir 8572					ILLUMINA	PAIRED	384323436
SRR11661772	SAMN14785749	Plant sample from Oryza sativa	Rice_E164-I-A-39	Oryza sativa	Ir 19746-26-2-3					ILLUMINA	PAIRED	622451088
SRR11661777	SAMN14785758	Plant sample from Oryza sativa	Rice_E164-I-A-4	Oryza sativa	Adron 117					ILLUMINA	PAIRED	590520420
SRR11661779	SAMN14785762	Plant sample from Oryza sativa	Rice_E164-I-A-43	Oryza sativa	Irat 109					ILLUMINA	PAIRED	565449948
SRR11661782	SAMN14785767	Plant sample from Oryza sativa	Rice_E164-I-A-5	Oryza sativa	Ag 7					ILLUMINA	PAIRED	666485568
SRR11661787	SAMN14785773	Plant sample from Oryza sativa	Rice_E164-I-A-56	Oryza sativa	Mack Hing-2					ILLUMINA	PAIRED	632663892
SRR11661807	SAMN14785523	Plant sample from Oryza sativa	Rice_E164-I-A-164	Oryza sativa	Baikenuo					ILLUMINA	PAIRED	599263812
SRR11661813	SAMN14785533	Plant sample from Oryza sativa	Rice_E164-I-A-176	Oryza sativa	Chenwan-3					ILLUMINA	PAIRED	750756384
SRR11661821	SAMN14785558	Plant sample from Oryza sativa	Rice_E164-I-A-204	Oryza sativa	Guichao-2					ILLUMINA	PAIRED	548752680
SRR11661835	SAMN14785545	Plant sample from Oryza sativa	Rice_E164-I-A-188	Oryza sativa	Ezhong-5					ILLUMINA	PAIRED	685596996
SRR11661837	SAMN14785543	Plant sample from Oryza sativa	Rice_E164-I-A-186	Oryza sativa	Dongtingwanxian					ILLUMINA	PAIRED	655488288
SRR11661856	SAMN14785515	Plant sample from Oryza sativa	Rice_E164-I-A-155	Oryza sativa	Aizihonggu					ILLUMINA	PAIRED	828120636
SRR11661862	SAMN14785808	Plant sample from Oryza sativa	Rice_E164-I-A-99	Oryza sativa	Was 169-B-B-4-2-9					ILLUMINA	PAIRED	779749236
SRR11661864	SAMN14785806	Plant sample from Oryza sativa	Rice_E164-I-A-95	Oryza sativa	Uchuti					ILLUMINA	PAIRED	951795684
SRR11661866	SAMN14785801	Plant sample from Oryza sativa	Rice_E164-I-A-87	Oryza sativa	U418					ILLUMINA	PAIRED	528176376
SRR11661869	SAMN14785796	Plant sample from Oryza sativa	Rice_E164-I-A-81	Oryza sativa	U298					ILLUMINA	PAIRED	740337192
SRR11661882	SAMN14785784	Plant sample from Oryza sativa	Rice_E164-I-A-66	Oryza sativa	Oryzica Sabana 6					ILLUMINA	PAIRED	675783360
SRR11661886	SAMN14785502	Plant sample from Oryza sativa	Rice_E164-I-A-14	Oryza sativa	Br-161-2B-58					ILLUMINA	PAIRED	568901592
SRR11661888	SAMN14785779	Plant sample from Oryza sativa	Rice_E164-I-A-61	Oryza sativa	Nakabawa					ILLUMINA	PAIRED	511300944
SRR11661891	SAMN14785501	Plant sample from Oryza sativa	Rice_E164-I-A-138	Oryza sativa	Ir 77542-345-1-1-1-1-2					ILLUMINA	PAIRED	545238792
SRR11661915	SAMN14785725	Plant sample from Oryza sativa	Rice_E164-I-A-367	Oryza sativa	Xiyesu					ILLUMINA	PAIRED	419928516
SRR11661917	SAMN14785496	Plant sample from Oryza sativa	Rice_E164-I-A-132	Oryza sativa	Bs114					ILLUMINA	PAIRED	648036648
SRR11661920	SAMN14785715	Plant sample from Oryza sativa	Rice_E164-I-A-357	Oryza sativa	Mayuzhan					ILLUMINA	PAIRED	526693860
SRR11661922	SAMN14785713	Plant sample from Oryza sativa	Rice_E164-I-A-355	Oryza sativa	Maguzinuo					ILLUMINA	PAIRED	468526212
SRR11661923	SAMN14785712	Plant sample from Oryza sativa	Rice_E164-I-A-353	Oryza sativa	Louzaoxian-5					ILLUMINA	PAIRED	477761508
SRR11661926	SAMN14785710	Plant sample from Oryza sativa	Rice_E164-I-A-351	Oryza sativa	Jiayu-948					ILLUMINA	PAIRED	478451232
SRR11661928	SAMN14785708	Plant sample from Oryza sativa	Rice_E164-I-A-35	Oryza sativa	In 79-2-1-3-3-M					ILLUMINA	PAIRED	539021700
SRR11661929	SAMN14785707	Plant sample from Oryza sativa	Rice_E164-I-A-349	Oryza sativa	Houjiaozao					ILLUMINA	PAIRED	472550652
SRR11661935	SAMN14785701	Plant sample from Oryza sativa	Rice_E164-I-A-343	Oryza sativa	Guangluai-15					ILLUMINA	PAIRED	460185012
SRR11661937	SAMN14785700	Plant sample from Oryza sativa	Rice_E164-I-A-342	Oryza sativa	Ganzaoxian-7					ILLUMINA	PAIRED	431156880
SRR11661941	SAMN14785696	Plant sample from Oryza sativa	Rice_E164-I-A-339	Oryza sativa	Ganzaoxian-24					ILLUMINA	PAIRED	492955596
SRR11661945	SAMN14785692	Plant sample from Oryza sativa	Rice_E164-I-A-334	Oryza sativa	Baimimozhan					ILLUMINA	PAIRED	388907064
SRR11661950	SAMN14785688	Plant sample from Oryza sativa	Rice_E164-I-A-330	Oryza sativa	Bashizao					ILLUMINA	PAIRED	470687364
SRR11661954	SAMN14785684	Plant sample from Oryza sativa	Rice_E164-I-A-327	Oryza sativa	Zhuzainuo					ILLUMINA	PAIRED	496019160
SRR11661961	SAMN14785678	Plant sample from Oryza sativa	Rice_E164-I-A-321	Oryza sativa	Zaodanuo					ILLUMINA	PAIRED	741729996
SRR11661964	SAMN14785675	Plant sample from Oryza sativa	Rice_E164-I-A-319	Oryza sativa	Yuehang-1					ILLUMINA	PAIRED	718681572
SRR11661969	SAMN14785491	Plant sample from Oryza sativa	Rice_E164-I-A-125	Oryza sativa	5Bs43					ILLUMINA	PAIRED	561989988
SRR11661971	SAMN14785670	Plant sample from Oryza sativa	Rice_E164-I-A-314	Oryza sativa	Yiyangzhong					ILLUMINA	PAIRED	1294316604
SRR11661973	SAMN14785668	Plant sample from Oryza sativa	Rice_E164-I-A-312	Oryza sativa	Yaozhandahe					ILLUMINA	PAIRED	502561332
SRR11661985	SAMN14785657	Plant sample from Oryza sativa	Rice_E164-I-A-301	Oryza sativa	Xiangzhongxian-3					ILLUMINA	PAIRED	604403352
SRR11661987	SAMN14785655	Plant sample from Oryza sativa	Rice_E164-I-A-30	Oryza sativa	H014-1-1-B2					ILLUMINA	PAIRED	529995816
SRR11661996	SAMN14785647	Plant sample from Oryza sativa	Rice_E164-I-A-292	Oryza sativa	Xiangzi					ILLUMINA	PAIRED	578098080
SRR11662001	SAMN14785642	Plant sample from Oryza sativa	Rice_E164-I-A-288	Oryza sativa	Wukenuo					ILLUMINA	PAIRED	558895428
SRR11662010	SAMN14785634	Plant sample from Oryza sativa	Rice_E164-I-A-279	Oryza sativa	Sichuandagu					ILLUMINA	PAIRED	767098836
SRR11662028	SAMN14785618	Plant sample from Oryza sativa	Rice_E164-I-A-262	Oryza sativa	Nantezhen					ILLUMINA	PAIRED	718537428
SRR11662031	SAMN14785615	Plant sample from Oryza sativa	Rice_E164-I-A-26	Oryza sativa	Gobo					ILLUMINA	PAIRED	626823288
SRR11662033	SAMN14785613	Plant sample from Oryza sativa	Rice_E164-I-A-257	Oryza sativa	Meiguodao					ILLUMINA	PAIRED	619611300
SRR11662034	SAMN14785612	Plant sample from Oryza sativa	Rice_E164-I-A-256	Oryza sativa	Maozizhan					ILLUMINA	PAIRED	586686744
SRR11662041	SAMN14785606	Plant sample from Oryza sativa	Rice_E164-I-A-25	Oryza sativa	Ghaiya					ILLUMINA	PAIRED	542426724
SRR11662043	SAMN14785604	Plant sample from Oryza sativa	Rice_E164-I-A-248	Oryza sativa	Liusha-1					ILLUMINA	PAIRED	654926328
SRR11662047	SAMN14785484	Plant sample from Oryza sativa	Rice_E164-I-A-113	Oryza sativa	1A62					ILLUMINA	PAIRED	571521888
SRR11662057	SAMN14785591	Plant sample from Oryza sativa	Rice_E164-I-A-235	Oryza sativa	Geng87-304					ILLUMINA	PAIRED	635448744
SRR11662078	SAMN14785572	Plant sample from Oryza sativa	Rice_E164-I-A-217	Oryza sativa	Hongtaonuo					ILLUMINA	PAIRED	593497296
SRR11662079	SAMN14785571	Plant sample from Oryza sativa	Rice_E164-I-A-216	Oryza sativa	Hongsanlicun					ILLUMINA	PAIRED	442564416
SRR11662080	SAMN14785481	Plant sample from Oryza sativa	Rice_E164-I-A-110	Oryza sativa	Bangbangnuo					ILLUMINA	PAIRED	533874852
SRR11743439	SAMN14859350	7_AMPD2-OE1	7 AD gene OE 1	Oryza sativa	NPB		TEJ		China:Beijing	ILLUMINA	PAIRED	2442225298
SRR11743441	SAMN14859348	5_AMPD2-RNAi2	5 AD gene RNAi 2	Oryza sativa	NPB		TEJ		China:Beijing	ILLUMINA	PAIRED	2095123776
SRR11743445	SAMN14859344	1_NPB1	1 AD gene wilde type1	Oryza sativa	NPB		TEJ		China:Beijing	ILLUMINA	PAIRED	2154726874
SRR1182443	SAMN02671721	Plant sample for Oryza sativa	Oryza sativa cv. Tongil	Oryza sativa	Tongil				missing	ILLUMINA	PAIRED	26725340330
SRR1182871	SAMN02673292	Plant sample for Oryza sativa cv. TN1	Oryza sativa cv. TN1	Oryza sativa	TN1				missing	ILLUMINA	PAIRED	16674495750
SRR12042575	SAMN15293909	X209	X209	Oryza sativa					China	ILLUMINA	PAIRED	5173818300
SRR12042578	SAMN15293906	X199	X199	Oryza sativa					China	ILLUMINA	PAIRED	3922475700
SRR12042583	SAMN15293902	X184	X184	Oryza sativa					China	ILLUMINA	PAIRED	6185152800
SRR12042585	SAMN15293900	X173	X173	Oryza sativa					China	ILLUMINA	PAIRED	4578790500
SRR12042587	SAMN15293898	X170	X170	Oryza sativa					China	ILLUMINA	PAIRED	4324936500
SRR12042601	SAMN15293850	W211	W211	Oryza sativa					China	ILLUMINA	PAIRED	9549935100
SRR12042607	SAMN15293880	W379	W379	Oryza sativa					China	ILLUMINA	PAIRED	8158317900
SRR12042613	SAMN15293875	W370	W370	Oryza sativa					China	ILLUMINA	PAIRED	7096558200
SRR12042621	SAMN15293867	W356	W356	Oryza sativa					China	ILLUMINA	PAIRED	5541542400
SRR12042631	SAMN15293858	W222	W222	Oryza sativa					China	ILLUMINA	PAIRED	8587956900
SRR12042635	SAMN15293846	W183	W183	Oryza sativa					China	ILLUMINA	PAIRED	7174573500
SRR12283955	SAMN15595087	Plant sample from Oryza sativa	Wild-type_9311	Oryza sativa	9311				China: Hubei	ILLUMINA	PAIRED	10936385100
SRR12283959	SAMN15595083	Plant sample from Oryza sativa	EMS-ZH11	Oryza sativa	ZH11				China: Hubei	ILLUMINA	PAIRED	14353424400
SRR12315148	SAMN15615520	Plant sample from Oryza sativa	LLY4	Oryza sativa	Longliangyou1353		LLY4		China: Nanjing, Jiangsu	BGISEQ	PAIRED	9245708100
SRR12315151	SAMN15615517	Plant sample from Oryza sativa	LLY1	Oryza sativa	Longliangyou1353		LLY1		China: Nanjing, Jiangsu	BGISEQ	PAIRED	9599219400
SRR1239607	SAMN02714239	Genomic DNA of Oryza sativa L. cv. Shan-Huang Zhan-2-2	C007	Oryza sativa	Shan-Huang Zhan-2-2				missing	ILLUMINA	PAIRED	1141728587
SRR1239610	SAMN02714242	Genomic DNA of Oryza sativa L. cv. CYPRESS	C010	Oryza sativa	Cypress				missing	ILLUMINA	PAIRED	1121846902
SRR1239617	SAMN02714249	Genomic DNA of Oryza sativa L. cv. AnnongwangengB-1	C017	Oryza sativa	AnnongwangengB-1				missing	ILLUMINA	PAIRED	1104317850
SRR1239620	SAMN02714252	Genomic DNA of Oryza sativa L. cv. Guangluai-4-1	C020	Oryza sativa	Guangluai-4-1				missing	ILLUMINA	PAIRED	1114272682
SRR1239625	SAMN02714257	Genomic DNA of Oryza sativa L. cv. Qingsiai16B	C025	Oryza sativa	Qingsiai16B				missing	ILLUMINA	PAIRED	1117618843
SRR1239628	SAMN02714260	Genomic DNA of Oryza sativa L. cv. Liaogeng287	C028	Oryza sativa	Liaogeng287				missing	ILLUMINA	PAIRED	1148609851
SRR1239630	SAMN02714262	Genomic DNA of Oryza sativa L. cv. 88B-1	C030	Oryza sativa	88B-1				missing	ILLUMINA	PAIRED	1114843345
SRR1239639	SAMN02714271	Genomic DNA of Oryza sativa L. cv. Gongju73	C039	Oryza sativa	Gongju73				missing	ILLUMINA	PAIRED	1111039647
SRR1239645	SAMN02714277	Genomic DNA of Oryza sativa L. cv. Huangsiguizhan	C045	Oryza sativa	Huangsiguizhan				missing	ILLUMINA	PAIRED	1115165587
SRR1239648	SAMN02714280	Genomic DNA of Oryza sativa L. cv. Zaoshunonghu6	C048	Oryza sativa	Zaoshunonghu6				missing	ILLUMINA	PAIRED	1101142124
SRR1239657	SAMN02714289	Genomic DNA of Oryza sativa L. cv. Liusha1hao	C057	Oryza sativa	Liusha1hao				missing	ILLUMINA	PAIRED	1115343431
SRR1239664	SAMN02714296	Genomic DNA of Oryza sativa L. cv. Sugeng2hao	C064	Oryza sativa	Sugeng2hao				missing	ILLUMINA	PAIRED	1116684871
SRR1239665	SAMN02714297	Genomic DNA of Oryza sativa L. cv. Hongwan1hao	C065	Oryza sativa	Hongwan1hao				missing	ILLUMINA	PAIRED	1113775454
SRR1239667	SAMN02714299	Genomic DNA of Oryza sativa L. cv. Muxiqiu	C067	Oryza sativa	Muxiqiu				missing	ILLUMINA	PAIRED	1116901903
SRR1239674	SAMN02714306	Genomic DNA of Oryza sativa L. cv. cunsanli	C074	Oryza sativa	Cunsanli				missing	ILLUMINA	PAIRED	1114378137
SRR1239684	SAMN02714316	Genomic DNA of Oryza sativa L. cv. Haobuka	C084	Oryza sativa	Haobuka				missing	ILLUMINA	PAIRED	1130311836
SRR1239686	SAMN02714318	Genomic DNA of Oryza sativa L. cv. Fanhaopi	C086	Oryza sativa	Fanhaopi				missing	ILLUMINA	PAIRED	1133326256
SRR1239692	SAMN02714324	Genomic DNA of Oryza sativa L. cv. Meihuanuo-2	C092	Oryza sativa	Meihuanuo-2				missing	ILLUMINA	PAIRED	1133576492
SRR1239700	SAMN02714332	Genomic DNA of Oryza sativa L. cv. WH100	C100	Oryza sativa	WH100				missing	ILLUMINA	PAIRED	1141457625
SRR1239716	SAMN02714348	Genomic DNA of Oryza sativa L. cv. LimingB	C116	Oryza sativa	LimingB				missing	ILLUMINA	PAIRED	1127734297
SRR1239717	SAMN02714349	Genomic DNA of Oryza sativa L. cv. Jiangnongzao1hao	C117	Oryza sativa	Jiangnongzao1hao				missing	ILLUMINA	PAIRED	1131429727
SRR1239722	SAMN02714354	Genomic DNA of Oryza sativa L. cv. Aituogu151	C122	Oryza sativa	Aituogu151				missing	ILLUMINA	PAIRED	1128841363
SRR1239724	SAMN02714356	Genomic DNA of Oryza sativa L. cv. menjiading2	C124	Oryza sativa	menjiading2				missing	ILLUMINA	PAIRED	1124777556
SRR1239725	SAMN02714357	Genomic DNA of Oryza sativa L. cv. Jiefangxian	C125	Oryza sativa	Jiefangxian				missing	ILLUMINA	PAIRED	1125659768
SRR1239729	SAMN02714361	Genomic DNA of Oryza sativa L. cv. Aihechi	C129	Oryza sativa	Aihechi				missing	ILLUMINA	PAIRED	1118065222
SRR1239732	SAMN02714364	Genomic DNA of Oryza sativa L. cv. Jinzhinuo	C132	Oryza sativa	Jinzhinuo				missing	ILLUMINA	PAIRED	1116654958
SRR1239750	SAMN02714382	Genomic DNA of Oryza sativa L. cv. Balilla	C150	Oryza sativa	Balilla				missing	ILLUMINA	PAIRED	1105753809
SRR1239751	SAMN02714383	Genomic DNA of Oryza sativa L. cv. Nanjing11	C151	Oryza sativa	Nanjing11				missing	ILLUMINA	PAIRED	1110018188
SRR1239752	SAMN02714384	Genomic DNA of Oryza sativa L. cv. 2428	C152	Oryza sativa	2428				missing	ILLUMINA	PAIRED	1121152449
SRR1239756	SAMN02714388	Genomic DNA of Oryza sativa L. cv. ChaoyangyihaoB	C156	Oryza sativa	ChaoyangyihaoB				missing	ILLUMINA	PAIRED	1128201220
SRR1239759	SAMN02714391	Genomic DNA of Oryza sativa L. cv. ZhuzhenB	C159	Oryza sativa	ZhuzhenB				missing	ILLUMINA	PAIRED	1155329261
SRR1239762	SAMN02714394	Genomic DNA of Oryza sativa L. cv. Nanxiongzaoyou	C162	Oryza sativa	Nanxiongzaoyou				missing	ILLUMINA	PAIRED	1128545148
SRR1239764	SAMN02714396	Genomic DNA of Oryza sativa L. cv. IR661-1	C164	Oryza sativa	IR661-1				missing	ILLUMINA	PAIRED	1123038509
SRR1239766	SAMN02714398	Genomic DNA of Oryza sativa L. cv. Gui630	C166	Oryza sativa	Gui630				missing	ILLUMINA	PAIRED	1130035213
SRR1239767	SAMN02714399	Genomic DNA of Oryza sativa L. cv. 76--1	C167	Oryza sativa	76--1				missing	ILLUMINA	PAIRED	1126448992
SRR1239768	SAMN02714400	Genomic DNA of Oryza sativa L. cv. Xugunuo	C168	Oryza sativa	Xugunuo				missing	ILLUMINA	PAIRED	1116117344
SRR1239770	SAMN02714402	Genomic DNA of Oryza sativa L. cv. Xiangwanxian1hao	C170	Oryza sativa	Xiangwanxian1hao				missing	ILLUMINA	PAIRED	1118750621
SRR1239773	SAMN02714405	Genomic DNA of Oryza sativa L. cv. Aimakang	C173	Oryza sativa	Aimakang				missing	ILLUMINA	PAIRED	1120474830
SRR1239777	SAMN02714409	Genomic DNA of Oryza sativa L. cv. Maguzi	C177	Oryza sativa	Maguzi				missing	ILLUMINA	PAIRED	1115862725
SRR1239780	SAMN02714412	Genomic DNA of Oryza sativa L. cv. Wanlixian	C180	Oryza sativa	Wanlixian				missing	ILLUMINA	PAIRED	1067504563
SRR1239784	SAMN02714416	Genomic DNA of Oryza sativa L. cv. Baikezaohe	C184	Oryza sativa	Baikezaohe				missing	ILLUMINA	PAIRED	1102536457
SRR1239790	SAMN02714422	Genomic DNA of Oryza sativa L. cv. Xiangdao	C190	Oryza sativa	Xiangdao				missing	ILLUMINA	PAIRED	1181502230
SRR1239798	SAMN02714430	Genomic DNA of Oryza sativa L. cv. Zinuo	C198	Oryza sativa	Zinuo				missing	ILLUMINA	PAIRED	1134483754
SRR1239806	SAMN02714438	Genomic DNA of Oryza sativa L. cv. C 5560	W003	Oryza sativa	C 5560				missing	ILLUMINA	PAIRED	1159214040
SRR1239820	SAMN02714452	Genomic DNA of Oryza sativa L. cv. R 75	W017	Oryza sativa	R 75				missing	ILLUMINA	PAIRED	1160466480
SRR1239821	SAMN02714453	Genomic DNA of Oryza sativa L. cv. UZ ROSZ M38	W018	Oryza sativa	UZ ROSZ M38				missing	ILLUMINA	PAIRED	1159863300
SRR1239828	SAMN02714460	Genomic DNA of Oryza sativa L. cv. NC 1/536	W025	Oryza sativa	NC 1/536				missing	ILLUMINA	PAIRED	1203913080
SRR1239829	SAMN02714461	Genomic DNA of Oryza sativa L. cv. Won Son Zo No. 11	W026	Oryza sativa	Won Son Zo No. 11				missing	ILLUMINA	PAIRED	1130198220
SRR1239838	SAMN02714470	Genomic DNA of Oryza sativa L. cv. K8C-263-3	W035	Oryza sativa	K8C-263-3				missing	ILLUMINA	PAIRED	1155828420
SRR1239842	SAMN02714474	Genomic DNA of Oryza sativa L. cv. Nam Dawk Mai	W039	Oryza sativa	Nam Dawk Mai				missing	ILLUMINA	PAIRED	1156651380
SRR1239849	SAMN02714481	Genomic DNA of Oryza sativa L. cv. IR 9660-48-1-1-2	W046	Oryza sativa	IR 9660-48-1-1-2				missing	ILLUMINA	PAIRED	1153636920
SRR1239851	SAMN02714483	Genomic DNA of Oryza sativa L. cv. N-2703	W048	Oryza sativa	N-2703				missing	ILLUMINA	PAIRED	1155872340
SRR1239852	SAMN02714484	Genomic DNA of Oryza sativa L. cv. PHUDUGEY	W049	Oryza sativa	PHUDUGEY				missing	ILLUMINA	PAIRED	1120864320
SRR1239864	SAMN02714496	Genomic DNA of Oryza sativa L. cv. Ardito	W061	Oryza sativa	Ardito				missing	ILLUMINA	PAIRED	1157637420
SRR1239866	SAMN02714498	Genomic DNA of Oryza sativa L. cv. Vary Tarva Osla	W063	Oryza sativa	Vary Tarva Osla				missing	ILLUMINA	PAIRED	1144959120
SRR1239871	SAMN02714503	Genomic DNA of Oryza sativa L. cv. Gazan	W068	Oryza sativa	Gazan				missing	ILLUMINA	PAIRED	1143897300
SRR1239876	SAMN02714508	Genomic DNA of Oryza sativa L. cv. IR 2061-214-2-3	W073	Oryza sativa	IR 2061-214-2-3				missing	ILLUMINA	PAIRED	1175576220
SRR1239883	SAMN02714515	Genomic DNA of Oryza sativa L. cv. UZ ROS 59	W080	Oryza sativa	UZ ROS 59				missing	ILLUMINA	PAIRED	1123449480
SRR1239885	SAMN02714517	Genomic DNA of Oryza sativa L. cv. Celiaj	W082	Oryza sativa	Celiaj				missing	ILLUMINA	PAIRED	1026102600
SRR1239898	SAMN02714530	Genomic DNA of Oryza sativa L. cv. DJ 24	W095	Oryza sativa	DJ 24				missing	ILLUMINA	PAIRED	1142329500
SRR1239902	SAMN02714534	Genomic DNA of Oryza sativa L. cv. SL 22-620	W099	Oryza sativa	SL 22-620				missing	ILLUMINA	PAIRED	1150357680
SRR1239905	SAMN02714537	Genomic DNA of Oryza sativa L. cv. Padi Tarab Arab	W102	Oryza sativa	Padi Tarab Arab				missing	ILLUMINA	PAIRED	1132455600
SRR1239909	SAMN02714541	Genomic DNA of Oryza sativa L. cv. Daudzai Field Mix	W106	Oryza sativa	Daudzai Field Mix				missing	ILLUMINA	PAIRED	1136404620
SRR1239919	SAMN02714551	Genomic DNA of Oryza sativa L. cv. WC 10253	W116	Oryza sativa	WC 10253				missing	ILLUMINA	PAIRED	1137760920
SRR1239922	SAMN02714554	Genomic DNA of Oryza sativa L. cv. WAB462-10-3-1	W119	Oryza sativa	WAB462-10-3-1				missing	ILLUMINA	PAIRED	1134485280
SRR1239924	SAMN02714556	Genomic DNA of Oryza sativa L. cv. TCHAMPA	W121	Oryza sativa	TCHAMPA				missing	ILLUMINA	PAIRED	1132304400
SRR1239931	SAMN02714563	Genomic DNA of Oryza sativa L. cv. TAINO 38	W128	Oryza sativa	TAINO 38				missing	ILLUMINA	PAIRED	1145021580
SRR1239935	SAMN02714567	Genomic DNA of Oryza sativa L. cv. Hsin Hsing Pai Ku	W132	Oryza sativa	Hsin Hsing Pai Ku				missing	ILLUMINA	PAIRED	1152648900
SRR1239936	SAMN02714568	Genomic DNA of Oryza sativa L. cv. TD 70	W133	Oryza sativa	TD 70				missing	ILLUMINA	PAIRED	1148187060
SRR1239946	SAMN02714578	Genomic DNA of Oryza sativa L. cv. Jyanak	W143	Oryza sativa	Jyanak				missing	ILLUMINA	PAIRED	1163384460
SRR1239950	SAMN02714582	Genomic DNA of Oryza sativa L. cv. BR11	W147	Oryza sativa	Br11				missing	ILLUMINA	PAIRED	1162557360
SRR1239954	SAMN02714586	Genomic DNA of Oryza sativa L. cv. C418	W151	Oryza sativa	C418				missing	ILLUMINA	PAIRED	1159966080
SRR1239958	SAMN02714590	Genomic DNA of Oryza sativa L. cv. Gang46B	W155	Oryza sativa	Gang46B				missing	ILLUMINA	PAIRED	1159622100
SRR1239960	SAMN02714592	Genomic DNA of Oryza sativa L. cv. Huajingxian74	W157	Oryza sativa	Huajingxian74				missing	ILLUMINA	PAIRED	1164735540
SRR1239964	SAMN02714596	Genomic DNA of Oryza sativa L. cv. Y134	W161	Oryza sativa	Y134				missing	ILLUMINA	PAIRED	1164823740
SRR1239972	SAMN02714604	Genomic DNA of Oryza sativa L. cv. IR72	W169	Oryza sativa	IR72				missing	ILLUMINA	PAIRED	1134598860
SRR1239981	SAMN02714613	Genomic DNA of Oryza sativa L. cv. Manawthukha	W178	Oryza sativa	Manawthukha				missing	ILLUMINA	PAIRED	1170247320
SRR1239982	SAMN02714614	Genomic DNA of Oryza sativa L. cv. Shwe Thwe Yin Hyv	W179	Oryza sativa	Shwe Thwe Yin Hyv				missing	ILLUMINA	PAIRED	1172535480
SRR1239983	SAMN02714615	Genomic DNA of Oryza sativa L. cv. Bg300	W180	Oryza sativa	Bg300				missing	ILLUMINA	PAIRED	1170417060
SRR1239995	SAMN02714627	Genomic DNA of Oryza sativa L. cv. ASD16	W192	Oryza sativa	ASD16				missing	ILLUMINA	PAIRED	1167934680
SRR1239997	SAMN02714629	Genomic DNA of Oryza sativa L. cv. F6	W194	Oryza sativa	F6				missing	ILLUMINA	PAIRED	1167538860
SRR1239999	SAMN02714631	Genomic DNA of Oryza sativa L. cv. NAN-29-2	W196	Oryza sativa	NAN-29-2				missing	ILLUMINA	PAIRED	1164869640
SRR1240012	SAMN02714644	Genomic DNA of Oryza sativa L. cv. Gizal159	W209	Oryza sativa	Gizal159				missing	ILLUMINA	PAIRED	1131622200
SRR1240017	SAMN02714649	Genomic DNA of Oryza sativa L. cv. Jhona349	W214	Oryza sativa	Jhona349				missing	ILLUMINA	PAIRED	1123639020
SRR1240020	SAMN02714652	Genomic DNA of Oryza sativa L. cv. IRAT352	W217	Oryza sativa	IRAT352				missing	ILLUMINA	PAIRED	1130866200
SRR1240031	SAMN02714663	Genomic DNA of Oryza sativa L. cv. OM1723	W228	Oryza sativa	OM1723				missing	ILLUMINA	PAIRED	1149919560
SRR1240041	SAMN02714673	Genomic DNA of Oryza sativa L. cv. UPR191-66	W238	Oryza sativa	UPR191-66				missing	ILLUMINA	PAIRED	1155517020
SRR1240047	SAMN02714679	Genomic DNA of Oryza sativa L. cv. Palung 2	W244	Oryza sativa	Palung 2				missing	ILLUMINA	PAIRED	1152349200
SRR1240053	SAMN02714685	Genomic DNA of Oryza sativa L. cv. Eiko	W250	Oryza sativa	Eiko				missing	ILLUMINA	PAIRED	1159633980
SRR1240055	SAMN02714687	Genomic DNA of Oryza sativa L. cv. SADRI RICE 1	W252	Oryza sativa	SADRI RICE 1				missing	ILLUMINA	PAIRED	1157951520
SRR1240060	SAMN02714692	Genomic DNA of Oryza sativa L. cv. Latisai1	W257	Oryza sativa	Latisai1				missing	ILLUMINA	PAIRED	1152267120
SRR1240076	SAMN02714708	Genomic DNA of Oryza sativa L. cv. Anambae ndanggalasi	W273	Oryza sativa	ANAMBAE NDANGGALASI				missing	ILLUMINA	PAIRED	1147468680
SRR1240077	SAMN02714709	Genomic DNA of Oryza sativa L. cv. Er chiu ching	W274	Oryza sativa	Er chiu ching				missing	ILLUMINA	PAIRED	1148634900
SRR1240083	SAMN02714715	Genomic DNA of Oryza sativa L. cv. Sada solay	W280	Oryza sativa	SADA SOLAY				missing	ILLUMINA	PAIRED	1145270160
