canonical_name	alias	relation	evidence	n_runs	norm_key
Gui99	Gui99	canonical	mechanical_normalization	1	gui99
Guichao 2	Guichao 2	canonical	mechanical_normalization	1	guichao2
Guichao13	Guichao13	canonical	mechanical_normalization	1	guichao13
Guifeng105A	Guifeng105A	canonical	mechanical_normalization	1	guifeng105a
Guifengxiang306A	Guifengxiang306A	canonical	mechanical_normalization	1	guifengxiang306a
Guifu3hao	Guifu3hao	canonical	mechanical_normalization	1	guifu3hao
Guihuahuang2	Guihuahuang2	canonical	mechanical_normalization	1	guihuahuang2
Guihuaqiu	Guihuaqiu	canonical	mechanical_normalization	1	guihuaqiu
Guihuazhan	Guihuazhan	canonical	mechanical_normalization	1	guihuazhan
Guihui985	Guihui985	canonical	mechanical_normalization	1	guihui985
Guike-2S	Guike-2S	canonical	mechanical_normalization	1	guike2s
Guiluai3hao	Guiluai3hao	canonical	mechanical_normalization	1	guiluai3hao
Guiluai8hao	Guiluai8hao	canonical	mechanical_normalization	1	guiluai8hao
Guiyangai49	Guiyangai49	canonical	mechanical_normalization	1	guiyangai49
Gujang1	Gujang1	canonical	mechanical_normalization	1	gujang1
Gujang2	Gujang2	canonical	mechanical_normalization	1	gujang2
Gujang3	Gujang3	canonical	mechanical_normalization	1	gujang3
Gujang4	Gujang4	canonical	mechanical_normalization	1	gujang4
Gujungdo 99	Gujungdo 99	canonical	mechanical_normalization	1	gujungdo99
Gul Tepi::G1-1	Gul Tepi::G1-1	canonical	mechanical_normalization	1	gultepig11
Gumpangar	Gumpangar	canonical	mechanical_normalization	1	gumpangar
Gunong2923	Gunong2923	canonical	mechanical_normalization	1	gunong2923
Guojisuo1hao	Guojisuo1hao	canonical	mechanical_normalization	1	guojisuo1hao
Guoximomi	Guoximomi	canonical	mechanical_normalization	1	guoximomi
Guoyou12	Guoyou12	canonical	mechanical_normalization	1	guoyou12
Gwangan	Gwangan	canonical	mechanical_normalization	1	gwangan
Gwiseong1	Gwiseong1	canonical	mechanical_normalization	1	gwiseong1
Gwiseong10	Gwiseong10	canonical	mechanical_normalization	1	gwiseong10
Gwiseong11	Gwiseong11	canonical	mechanical_normalization	1	gwiseong11
Gwiseong12	Gwiseong12	canonical	mechanical_normalization	1	gwiseong12
Gwiseong2	Gwiseong2	canonical	mechanical_normalization	1	gwiseong2
Gwiseong3	Gwiseong3	canonical	mechanical_normalization	1	gwiseong3
Gwiseong4	Gwiseong4	canonical	mechanical_normalization	1	gwiseong4
Gwiseong5	Gwiseong5	canonical	mechanical_normalization	1	gwiseong5
Gwiseong6	Gwiseong6	canonical	mechanical_normalization	1	gwiseong6
Gwiseong7	Gwiseong7	canonical	mechanical_normalization	1	gwiseong7
Gwiseong8	Gwiseong8	canonical	mechanical_normalization	1	gwiseong8
Gwiseong9	Gwiseong9	canonical	mechanical_normalization	1	gwiseong9
Gyehwa	Gyehwa	canonical	mechanical_normalization	1	gyehwa
H1	H1	canonical	mechanical_normalization	1	h1
H1-F6	H1-F6	canonical	mechanical_normalization	1	h1f6
H175S	H175S	canonical	mechanical_normalization	1	h175s
H18	H18	canonical	mechanical_normalization	1	h18
H198	H198	canonical	mechanical_normalization	1	h198
H2-F6	H2-F6	canonical	mechanical_normalization	1	h2f6
H21	H21	canonical	mechanical_normalization	1	h21
H24	H24	canonical	mechanical_normalization	1	h24
H256-76-1-1-1	H256-76-1-1-1	canonical	mechanical_normalization	1	h25676111
H26	H26	canonical	mechanical_normalization	1	h26
H282	H282	canonical	mechanical_normalization	1	h282
H3-F6	H3-F6	canonical	mechanical_normalization	1	h3f6
H30	H30	canonical	mechanical_normalization	1	h30
H396	H396	canonical	mechanical_normalization	1	h396
H4-F6	H4-F6	canonical	mechanical_normalization	1	h4f6
H5	H5	canonical	mechanical_normalization	1	h5
H5-F6	H5-F6	canonical	mechanical_normalization	1	h5f6
H52	H52	canonical	mechanical_normalization	1	h52
H57-3-1	H57-3-1	canonical	mechanical_normalization	1	h5731
H6	H6	canonical	mechanical_normalization	1	h6
H6-F6	H6-F6	canonical	mechanical_normalization	1	h6f6
H611	H611	canonical	mechanical_normalization	1	h611
H7	H7	canonical	mechanical_normalization	1	h7
H7-F6	H7-F6	canonical	mechanical_normalization	1	h7f6
H78	H78	canonical	mechanical_normalization	1	h78
H8-F6	H8-F6	canonical	mechanical_normalization	1	h8f6
H819	H819	canonical	mechanical_normalization	1	h819
H9	H9	canonical	mechanical_normalization	1	h9
H947	H947	canonical	mechanical_normalization	1	h947
HANDAO 3	HANDAO 3	canonical	mechanical_normalization	1	handao3
HANDAO 8	HANDAO 8	canonical	mechanical_normalization	1	handao8
HANHUI 15	HANHUI 15	canonical	mechanical_normalization	1	hanhui15
Hanhui3	HANHUI 3	spelling_variant	mechanical_normalization	1	hanhui3
HAOGANG	HAOGANG	canonical	mechanical_normalization	1	haogang
HAOHAI	HAOHAI	canonical	mechanical_normalization	1	haohai
HB	HB	canonical	mechanical_normalization	1	hb
HB-6-2	HB-6-2	canonical	mechanical_normalization	1	hb62
HB569	HB569	canonical	mechanical_normalization	1	hb569
HB82A	HB82A	canonical	mechanical_normalization	1	hb82a
HB_GN_F2_BPT5204XNLR-33892	HB_GN_F2_BPT5204XNLR-33892	canonical	mechanical_normalization	1	hbgnf2bpt5204xnlr33892
HD961	HD961	canonical	mechanical_normalization	1	hd961
HD9802S	HD9802S	canonical	mechanical_normalization	1	hd9802s
HEGANXIANNIAN	HEGANXIANNIAN	canonical	mechanical_normalization	1	heganxiannian
HIGE	HIGE	canonical	mechanical_normalization	1	hige
HKG 98	HKG 98	canonical	mechanical_normalization	1	hkg98
HOSOGARA 1	HOSOGARA 1	canonical	mechanical_normalization	1	hosogara1
HOSOGARA BOUZU	HOSOGARA BOUZU	canonical	mechanical_normalization	1	hosogarabouzu
HR1128	HR1128	canonical	mechanical_normalization	1	hr1128
HR32067F1-3-5-1	HR32067F1-3-5-1	canonical	mechanical_normalization	1	hr32067f1351
HR32067F1-4-16-1	HR32067F1-4-16-1	canonical	mechanical_normalization	1	hr32067f14161
HR32069F1-1-3-1	HR32069F1-1-3-1	canonical	mechanical_normalization	1	hr32069f1131
HS-3	HS-3	canonical	mechanical_normalization	1	hs3
HTGW	HTGW	canonical	mechanical_normalization	1	htgw
HT_10_1	HT_10_1	canonical	mechanical_normalization	1	ht101
HT_10_2	HT_10_2	canonical	mechanical_normalization	1	ht102
HT_10_3	HT_10_3	canonical	mechanical_normalization	1	ht103
HT_10_4	HT_10_4	canonical	mechanical_normalization	1	ht104
HT_10_5	HT_10_5	canonical	mechanical_normalization	1	ht105
HT_11_1	HT_11_1	canonical	mechanical_normalization	1	ht111
HT_11_2	HT_11_2	canonical	mechanical_normalization	1	ht112
HT_11_3	HT_11_3	canonical	mechanical_normalization	1	ht113
HT_11_4	HT_11_4	canonical	mechanical_normalization	1	ht114
HT_11_5	HT_11_5	canonical	mechanical_normalization	1	ht115
HT_11_7	HT_11_7	canonical	mechanical_normalization	1	ht117
HT_4_2	HT_4_2	canonical	mechanical_normalization	1	ht42
HT_4_3	HT_4_3	canonical	mechanical_normalization	1	ht43
HT_4_4	HT_4_4	canonical	mechanical_normalization	1	ht44
HT_4_5	HT_4_5	canonical	mechanical_normalization	1	ht45
HT_4_6	HT_4_6	canonical	mechanical_normalization	1	ht46
HT_7_1	HT_7_1	canonical	mechanical_normalization	1	ht71
HT_7_2	HT_7_2	canonical	mechanical_normalization	1	ht72
HT_7_3	HT_7_3	canonical	mechanical_normalization	1	ht73
HT_7_4	HT_7_4	canonical	mechanical_normalization	1	ht74
HT_7_5	HT_7_5	canonical	mechanical_normalization	1	ht75
HUHAN 15	HUHAN 15	canonical	mechanical_normalization	1	huhan15
HUHAN 1B	HUHAN 1B	canonical	mechanical_normalization	1	huhan1b
HUHAN 2B	HUHAN 2B	canonical	mechanical_normalization	1	huhan2b
HUHAN 3	HUHAN 3	canonical	mechanical_normalization	1	huhan3
HUHAN 7B	HUHAN 7B	canonical	mechanical_normalization	1	huhan7b
Haechanmulgyeol	Haechanmulgyeol	canonical	mechanical_normalization	1	haechanmulgyeol
Haedamssal	Haedamssal	canonical	mechanical_normalization	1	haedamssal
Haeoreumi	Haeoreumi	canonical	mechanical_normalization	1	haeoreumi
Haepyeong	Haepyeong	canonical	mechanical_normalization	1	haepyeong
Haiami	Haiami	canonical	mechanical_normalization	1	haiami
Hainanxian_R	Hainanxian_R	canonical	mechanical_normalization	1	hainanxianr
Haitian diploid	Haitian diploid	canonical	mechanical_normalization	1	haitiandiploid
Haitian tetraploid	Haitian tetraploid	canonical	mechanical_normalization	1	haitiantetraploid
Haitian tetraploid self-reverted diploid	Haitian tetraploid self-reverted diploid	canonical	mechanical_normalization	1	haitiantetraploidselfreverteddiploid
Haixiuzhan9hao	Haixiuzhan9hao	canonical	mechanical_normalization	1	haixiuzhan9hao
HaiyeA	HaiyeA	canonical	mechanical_normalization	1	haiyea
Hakutyoumochi	Hakutyoumochi	canonical	mechanical_normalization	1	hakutyoumochi
Hamyeong1-1	Hamyeong1-1	canonical	mechanical_normalization	1	hamyeong11
Han Dao 306	Han Dao 306	canonical	mechanical_normalization	1	handao306
Han Hui 2	Han Hui 2	canonical	mechanical_normalization	1	hanhui2
Hanam	Hanam	canonical	mechanical_normalization	1	hanam
Hanareum 2	Hanareum 2	canonical	mechanical_normalization	1	hanareum2
Handeul	Handeul	canonical	mechanical_normalization	1	handeul
Hang1hao	Hang1hao	canonical	mechanical_normalization	1	hang1hao
Hang959	Hang959	canonical	mechanical_normalization	1	hang959
Hanghui570	Hanghui570	canonical	mechanical_normalization	1	hanghui570
Hangibuji	Hangibuji	canonical	mechanical_normalization	1	hangibuji
Hanhui3hao	Hanhui3hao	canonical	mechanical_normalization	1	hanhui3hao
Hanmadao	Hanmadao	canonical	mechanical_normalization	1	hanmadao
Hanmaeum	Hanmaeum	canonical	mechanical_normalization	1	hanmaeum
Hannuo	Hannuo	canonical	mechanical_normalization	1	hannuo
Hannuo 1	Hannuo 1	canonical	mechanical_normalization	1	hannuo1
Hanseol	Hanseol	canonical	mechanical_normalization	1	hanseol
Hanyou3	Hanyou3	canonical	mechanical_normalization	1	hanyou3
Hanyou73	Hanyou73	canonical	mechanical_normalization	1	hanyou73
Haoanhong	Haoanhong	canonical	mechanical_normalization	1	haoanhong
Haoanhuang	Haoanhuang	canonical	mechanical_normalization	1	haoanhuang
Haoanlai	Haoanlai	canonical	mechanical_normalization	1	haoanlai
Haobuqia	Haobuqia	canonical	mechanical_normalization	1	haobuqia
Haodali	Haodali	canonical	mechanical_normalization	1	haodali
Haofengyao	Haofengyao	canonical	mechanical_normalization	1	haofengyao
Haohai 1	Haohai 1	canonical	mechanical_normalization	1	haohai1
Haoyao	Haoyao	canonical	mechanical_normalization	1	haoyao
Haploid1-1	Haploid1-1	canonical	mechanical_normalization	1	haploid11
Haploid1-2	Haploid1-2	canonical	mechanical_normalization	1	haploid12
Haploid1-3	Haploid1-3	canonical	mechanical_normalization	1	haploid13
Haploid2-1	Haploid2-1	canonical	mechanical_normalization	1	haploid21
Haploid2-2	Haploid2-2	canonical	mechanical_normalization	1	haploid22
Haploid2-3	Haploid2-3	canonical	mechanical_normalization	1	haploid23
Hasawi	Hasawi	canonical	mechanical_normalization	1	hasawi
Hatsuboshi	Hatsuboshi	canonical	mechanical_normalization	1	hatsuboshi
He Xi Feng Zhan	He Xi Feng Zhan	canonical	mechanical_normalization	1	hexifengzhan
Heenati	Heenati	canonical	mechanical_normalization	1	heenati
Hefengzhan	Hefengzhan	canonical	mechanical_normalization	1	hefengzhan
HefengzhanB	HefengzhanB	canonical	mechanical_normalization	1	hefengzhanb
Hehui6813	Hehui6813	canonical	mechanical_normalization	1	hehui6813
Hei Da G195	Hei Da G195	canonical	mechanical_normalization	1	heidag195
Hei Geng Nuo 3	Hei Geng Nuo 3	canonical	mechanical_normalization	1	heigengnuo3
Heidou4hao	Heidou4hao	canonical	mechanical_normalization	1	heidou4hao
Heigu 1	Heigu 1	canonical	mechanical_normalization	1	heigu1
Heigu 2	Heigu 2	canonical	mechanical_normalization	1	heigu2
Heigu 3	Heigu 3	canonical	mechanical_normalization	1	heigu3
Heiguomi	Heiguomi	canonical	mechanical_normalization	1	heiguomi
Heijunuo	Heijunuo	canonical	mechanical_normalization	1	heijunuo
Heinuo	Heinuo	canonical	mechanical_normalization	1	heinuo
Heinuomi	Heinuomi	canonical	mechanical_normalization	1	heinuomi
Heizuigu	Heizuigu	canonical	mechanical_normalization	1	heizuigu
Hejiang 19	Hejiang 19	canonical	mechanical_normalization	1	hejiang19
Hejiang 20	Hejiang 20	canonical	mechanical_normalization	1	hejiang20
Hejiang 5	Hejiang 5	canonical	mechanical_normalization	1	hejiang5
Hejing_1hao	Hejing_1hao	canonical	mechanical_normalization	1	hejing1hao
HengfengA	HengfengA	canonical	mechanical_normalization	1	hengfenga
Hengxiangnuo488	Hengxiangnuo488	canonical	mechanical_normalization	1	hengxiangnuo488
Henongsimiao	Henongsimiao	canonical	mechanical_normalization	1	henongsimiao
Henuo215	Henuo215	canonical	mechanical_normalization	1	henuo215
Heo Trang	Heo Trang	canonical	mechanical_normalization	1	heotrang
Heocheon1	Heocheon1	canonical	mechanical_normalization	1	heocheon1
Heocheon2	Heocheon2	canonical	mechanical_normalization	1	heocheon2
Heocheon3	Heocheon3	canonical	mechanical_normalization	1	heocheon3
Heocheon4	Heocheon4	canonical	mechanical_normalization	1	heocheon4
Heughyang	Heughyang	canonical	mechanical_normalization	1	heughyang
Heugjinju	Heugjinju	canonical	mechanical_normalization	1	heugjinju
Heugkwang	Heugkwang	canonical	mechanical_normalization	1	heugkwang
Heugseol	Heugseol	canonical	mechanical_normalization	1	heugseol
HeyeguangxuanzaoA	HeyeguangxuanzaoA	canonical	mechanical_normalization	1	heyeguangxuanzaoa
Hi Muke	Hi Muke	canonical	mechanical_normalization	1	himuke
Hidalgo	Hidalgo	canonical	mechanical_normalization	1	hidalgo
Hilay	Hilay	canonical	mechanical_normalization	1	hilay
Hinohikari	Hinohikari	canonical	mechanical_normalization	1	hinohikari
Hoban	Hoban	canonical	mechanical_normalization	1	hoban
Hoeyang1	Hoeyang1	canonical	mechanical_normalization	1	hoeyang1
Hoeyang2	Hoeyang2	canonical	mechanical_normalization	1	hoeyang2
Hoeyang3	Hoeyang3	canonical	mechanical_normalization	1	hoeyang3
Hokkaiwase	Hokkaiwase	canonical	mechanical_normalization	1	hokkaiwase
Hokuriku 130	Hokuriku 130	canonical	mechanical_normalization	1	hokuriku130
Hokuriku193	Hokuriku193	canonical	mechanical_normalization	1	hokuriku193
Homarenishiki	Homarenishiki	canonical	mechanical_normalization	1	homarenishiki
Homina	Homina	canonical	mechanical_normalization	1	homina
Hong Cheng 26	Hong Cheng 26	canonical	mechanical_normalization	1	hongcheng26
Hong Mi Dao	Hong Mi Dao	canonical	mechanical_normalization	1	hongmidao
Hong Qing Zao	Hong Qing Zao	canonical	mechanical_normalization	1	hongqingzao
Hong Se Ma Ke Xian	Hong Se Ma Ke Xian	canonical	mechanical_normalization	1	hongsemakexian
Hong Yang 2 Hao	Hong Yang 2 Hao	canonical	mechanical_normalization	1	hongyang2hao
Hong You 2	Hong You 2	canonical	mechanical_normalization	1	hongyou2
Hong410	Hong410	canonical	mechanical_normalization	1	hong410
HongA	HongA	canonical	mechanical_normalization	1	honga
Honggu 1	Honggu 1	canonical	mechanical_normalization	1	honggu1
Honggu 2	Honggu 2	canonical	mechanical_normalization	1	honggu2
Honggu 3	Honggu 3	canonical	mechanical_normalization	1	honggu3
Hongguomi	Hongguomi	canonical	mechanical_normalization	1	hongguomi
Hongguyangjie	Hongguyangjie	canonical	mechanical_normalization	1	hongguyangjie
Honghexi	Honghexi	canonical	mechanical_normalization	1	honghexi
Honghua15A	Honghua15A	canonical	mechanical_normalization	1	honghua15a
Hongjiaozhan	Hongjiaozhan	canonical	mechanical_normalization	1	hongjiaozhan
Hongjinju	Hongjinju	canonical	mechanical_normalization	1	hongjinju
Hongke	Hongke	canonical	mechanical_normalization	1	hongke
Hongkemi	Hongkemi	canonical	mechanical_normalization	1	hongkemi
Hongmangshajing	Hongmangshajing	canonical	mechanical_normalization	1	hongmangshajing
Hongnan	Hongnan	canonical	mechanical_normalization	1	hongnan
Hongnong_5hao	Hongnong_5hao	canonical	mechanical_normalization	1	hongnong5hao
Hongseong1	Hongseong1	canonical	mechanical_normalization	1	hongseong1
Hongxiang 1	Hongxiang 1	canonical	mechanical_normalization	1	hongxiang1
Hongxiang2hao	Hongxiang2hao	canonical	mechanical_normalization	1	hongxiang2hao
Hongxiangmi	Hongxiangmi	canonical	mechanical_normalization	1	hongxiangmi
Hongyun33	Hongyun33	canonical	mechanical_normalization	1	hongyun33
Honoka 224	Honoka 224	canonical	mechanical_normalization	1	honoka224
HopumA	HopumA	canonical	mechanical_normalization	1	hopuma
Hounenwase	Hounenwase	canonical	mechanical_normalization	1	hounenwase
Hsin Hsing Pai Ku	Hsin Hsing Pai Ku	canonical	mechanical_normalization	1	hsinhsingpaiku
Hu Han19	Hu Han19	canonical	mechanical_normalization	1	huhan19
Hu Hui 8258	Hu Hui 8258	canonical	mechanical_normalization	1	huhui8258
Hua 99115	Hua 99115	canonical	mechanical_normalization	1	hua99115
Hua Hang 31	Hua Hang 31	canonical	mechanical_normalization	1	huahang31
Hua Jing	Hua Jing	canonical	mechanical_normalization	1	huajing
Hua Si Zhan	Hua Si Zhan	canonical	mechanical_normalization	1	huasizhan
Huazhan	Hua Zhan	spelling_variant	mechanical_normalization	1	huazhan
Hua-2	Hua-2	canonical	mechanical_normalization	1	hua2
Hua-Lou	Hua-Lou	canonical	mechanical_normalization	1	hualou
Hua1015S	Hua1015S	canonical	mechanical_normalization	1	hua1015s
Hua1037S	Hua1037S	canonical	mechanical_normalization	1	hua1037s
Hua1165S	Hua1165S	canonical	mechanical_normalization	1	hua1165s
Hua1201S	Hua1201S	canonical	mechanical_normalization	1	hua1201s
Hua1903	Hua1903	canonical	mechanical_normalization	1	hua1903
Hua1A	Hua1A	canonical	mechanical_normalization	1	hua1a
Hua2A	Hua2A	canonical	mechanical_normalization	1	hua2a
Hua3234	Hua3234	canonical	mechanical_normalization	1	hua3234
Hua68S	Hua68S	canonical	mechanical_normalization	1	hua68s
Hua7620	Hua7620	canonical	mechanical_normalization	1	hua7620
Huabanggu "Heidagu	Huabanggu "Heidagu	canonical	mechanical_normalization	1	huabangguheidagu
Huafeng1A	Huafeng1A	canonical	mechanical_normalization	1	huafeng1a
Huagengxian74	Huagengxian74	canonical	mechanical_normalization	1	huagengxian74
Hua Hang 31	Huahang31	spelling_variant	mechanical_normalization	1	huahang31
Huahangsimiao	Huahangsimiao	canonical	mechanical_normalization	1	huahangsimiao
Huahui118	Huahui118	canonical	mechanical_normalization	1	huahui118
Huahui352	Huahui352	canonical	mechanical_normalization	1	huahui352
Huai96-1	Huai96-1	canonical	mechanical_normalization	1	huai961
Huaidao40	Huaidao40	canonical	mechanical_normalization	1	huaidao40
Huaidao5hao	Huaidao5hao	canonical	mechanical_normalization	1	huaidao5hao
Huaidao9hao	Huaidao9hao	canonical	mechanical_normalization	1	huaidao9hao
